code_insee,annee,prix_m2_appart,prix_m2_maison,nb_ventes_appart,nb_ventes_maison,nb_ventes_total
01001,2024,3258,3258,0.0,4.0,4
01002,2024,1942,1942,0.0,2.0,2
01004,2024,2323,2323,63.0,70.0,133
01005,2024,2711,2711,31.0,16.0,47
01007,2024,2322,2322,0.0,24.0,24
01008,2024,2431,2431,0.0,10.0,10
01009,2024,2084,2084,1.0,9.0,10
01010,2024,2437,2437,0.0,10.0,10
01011,2024,1384,1384,0.0,1.0,1
01012,2024,1029,1029,0.0,2.0,2
01013,2024,1912,1912,0.0,3.0,3
01014,2024,2471,2471,8.0,9.0,17
01015,2024,1706,1706,0.0,5.0,5
01016,2024,2141,2141,0.0,3.0,3
01017,2024,1154,1154,1.0,12.0,13
01019,2024,1705,1705,0.0,1.0,1
01021,2024,2811,2811,2.0,7.0,9
01022,2024,2013,2013,0.0,21.0,21
01023,2024,2047,2047,0.0,1.0,1
01024,2024,2318,2318,3.0,25.0,28
01025,2024,1874,1874,1.0,30.0,31
01026,2024,2157,2157,0.0,10.0,10
01027,2024,3195,3195,6.0,11.0,17
01028,2024,2520,2520,0.0,7.0,7
01029,2024,1570,1570,0.0,11.0,11
01030,2024,2537,2537,2.0,8.0,10
01031,2024,1667,1667,19.0,12.0,31
01032,2024,2789,2789,7.0,16.0,23
01033,2024,2576,2576,132.0,74.0,206
01034,2024,2005,2005,42.0,51.0,93
01036,2024,2073,2073,1.0,22.0,23
01037,2024,1545,1545,0.0,3.0,3
01038,2024,1621,1621,0.0,8.0,8
01040,2024,2518,2518,0.0,2.0,2
01041,2024,1665,1665,0.0,10.0,10
01042,2024,2643,2643,0.0,3.0,3
01043,2024,3428,3428,12.0,40.0,52
01044,2024,4062,4062,1.0,6.0,7
01045,2024,3487,3487,0.0,1.0,1
01046,2024,2534,2534,0.0,4.0,4
01047,2024,2953,2953,0.0,10.0,10
01049,2024,2900,2900,4.0,22.0,26
01050,2024,1950,1950,0.0,6.0,6
01051,2024,1140,1140,0.0,3.0,3
01052,2024,2744,2744,0.0,1.0,1
01053,2024,2083,2083,415.0,106.0,521
01054,2024,2777,2777,0.0,16.0,16
01056,2024,1364,1364,0.0,5.0,5
01057,2024,2048,2048,0.0,6.0,6
01058,2024,1976,1976,1.0,13.0,14
01060,2024,1196,1196,0.0,10.0,10
01061,2024,1970,1970,1.0,5.0,6
01062,2024,3084,3084,0.0,9.0,9
01063,2024,2354,2354,0.0,4.0,4
01064,2024,2257,2257,0.0,15.0,15
01065,2024,2311,2311,2.0,11.0,13
01066,2024,1555,1555,0.0,1.0,1
01067,2024,1317,1317,0.0,1.0,1
01068,2024,1286,1286,0.0,6.0,6
01069,2024,2650,2650,4.0,6.0,10
01071,2024,5160,5160,21.0,27.0,48
01072,2024,2721,2721,2.0,22.0,24
01073,2024,2129,2129,0.0,16.0,16
01074,2024,2269,2269,8.0,19.0,27
01075,2024,3212,3212,1.0,9.0,10
01076,2024,1395,1395,0.0,2.0,2
01077,2024,1884,1884,0.0,4.0,4
01078,2024,4001,4001,4.0,9.0,13
01079,2024,1877,1877,0.0,7.0,7
01080,2024,1594,1594,0.0,5.0,5
01081,2024,1792,1792,0.0,5.0,5
01082,2024,3016,3016,1.0,6.0,7
01083,2024,2471,2471,0.0,7.0,7
01084,2024,2386,2386,0.0,10.0,10
01085,2024,2361,2361,0.0,4.0,4
01087,2024,2106,2106,0.0,5.0,5
01088,2024,3206,3206,1.0,5.0,6
01089,2024,2308,2308,2.0,21.0,23
01090,2024,2469,2469,0.0,4.0,4
01092,2024,2753,2753,1.0,22.0,23
01093,2024,2713,2713,25.0,24.0,49
01094,2024,1644,1644,0.0,9.0,9
01095,2024,1653,1653,0.0,5.0,5
01096,2024,2350,2350,0.0,5.0,5
01098,2024,2015,2015,2.0,11.0,13
01099,2024,2444,2444,0.0,12.0,12
01101,2024,667,667,0.0,1.0,1
01102,2024,2253,2253,0.0,3.0,3
01103,2024,4900,4900,15.0,15.0,30
01104,2024,2255,2255,2.0,5.0,7
01105,2024,3400,3400,2.0,10.0,12
01106,2024,1804,1804,0.0,3.0,3
01107,2024,1312,1312,0.0,1.0,1
01108,2024,1568,1568,2.0,14.0,16
01109,2024,4143,4143,9.0,24.0,33
01110,2024,1276,1276,0.0,3.0,3
01111,2024,1692,1692,0.0,1.0,1
01112,2024,2184,2184,0.0,3.0,3
01113,2024,2824,2824,0.0,7.0,7
01114,2024,3612,3612,1.0,3.0,4
01115,2024,1997,1997,1.0,9.0,10
01116,2024,1451,1451,0.0,7.0,7
01117,2024,1142,1142,0.0,1.0,1
01118,2024,3249,3249,1.0,16.0,17
01123,2024,2154,2154,0.0,8.0,8
01124,2024,1943,1943,0.0,7.0,7
01125,2024,1719,1719,0.0,8.0,8
01127,2024,1506,1506,0.0,3.0,3
01128,2024,1577,1577,0.0,4.0,4
01129,2024,1758,1758,0.0,2.0,2
01130,2024,2134,2134,0.0,21.0,21
01133,2024,1290,1290,1.0,1.0,2
01134,2024,2111,2111,2.0,12.0,14
01135,2024,4825,4825,8.0,15.0,23
01136,2024,2019,2019,0.0,9.0,9
01138,2024,1954,1954,10.0,23.0,33
01139,2024,1366,1366,0.0,9.0,9
01140,2024,3231,3231,0.0,4.0,4
01141,2024,2347,2347,0.0,8.0,8
01142,2024,2780,2780,12.0,24.0,36
01143,2024,5989,5989,128.0,39.0,167
01145,2024,2615,2615,0.0,8.0,8
01146,2024,1721,1721,0.0,6.0,6
01147,2024,1738,1738,0.0,3.0,3
01148,2024,2182,2182,1.0,14.0,15
01149,2024,2646,2646,1.0,7.0,8
01150,2024,1639,1639,0.0,3.0,3
01151,2024,1997,1997,0.0,10.0,10
01152,2024,2737,2737,0.0,4.0,4
01153,2024,5073,5073,3.0,19.0,22
01156,2024,3634,3634,0.0,4.0,4
01157,2024,2936,2936,2.0,38.0,40
01158,2024,3862,3862,3.0,8.0,11
01159,2024,2106,2106,3.0,23.0,26
01160,2024,4829,4829,149.0,17.0,166
01162,2024,1852,1852,0.0,1.0,1
01163,2024,1932,1932,2.0,19.0,21
01165,2024,3151,3151,0.0,16.0,16
01166,2024,3188,3188,5.0,20.0,25
01167,2024,2537,2537,0.0,4.0,4
01169,2024,3148,3148,0.0,2.0,2
01170,2024,1956,1956,0.0,7.0,7
01171,2024,2423,2423,0.0,1.0,1
01173,2024,4533,4533,142.0,45.0,187
01174,2024,4885,4885,1.0,3.0,4
01175,2024,2292,2292,0.0,8.0,8
01177,2024,1370,1370,1.0,1.0,2
01179,2024,2237,2237,0.0,14.0,14
01180,2024,6141,6141,4.0,7.0,11
01181,2024,2209,2209,0.0,8.0,8
01183,2024,2409,2409,0.0,8.0,8
01184,2024,2535,2535,0.0,12.0,12
01185,2024,1749,1749,6.0,33.0,39
01187,2024,1968,1968,2.0,7.0,9
01188,2024,1896,1896,0.0,3.0,3
01189,2024,2005,2005,1.0,6.0,7
01190,2024,1368,1368,0.0,3.0,3
01191,2024,1460,1460,0.0,3.0,3
01192,2024,2267,2267,0.0,9.0,9
01193,2024,2773,2773,0.0,3.0,3
01194,2024,2944,2944,25.0,31.0,56
01195,2024,2282,2282,2.0,23.0,25
01196,2024,1996,1996,1.0,13.0,14
01197,2024,2298,2298,0.0,4.0,4
01199,2024,1664,1664,1.0,19.0,20
01200,2024,1567,1567,0.0,2.0,2
01202,2024,2262,2262,41.0,44.0,85
01203,2024,2214,2214,0.0,6.0,6
01204,2024,1910,1910,0.0,6.0,6
01206,2024,1688,1688,1.0,1.0,2
01207,2024,2595,2595,0.0,2.0,2
01209,2024,3086,3086,1.0,7.0,8
01210,2024,2424,2424,17.0,2.0,19
01211,2024,2241,2241,1.0,7.0,8
01212,2024,1398,1398,1.0,10.0,11
01213,2024,2647,2647,1.0,11.0,12
01214,2024,2940,2940,0.0,1.0,1
01215,2024,2786,2786,0.0,1.0,1
01216,2024,2206,2206,0.0,8.0,8
01219,2024,1843,1843,0.0,1.0,1
01224,2024,2306,2306,5.0,18.0,23
01225,2024,3392,3392,0.0,4.0,4
01227,2024,2107,2107,0.0,7.0,7
01228,2024,3225,3225,1.0,2.0,3
01229,2024,1960,1960,0.0,12.0,12
01230,2024,1688,1688,0.0,4.0,4
01231,2024,2251,2251,0.0,17.0,17
01232,2024,2046,2046,2.0,18.0,20
01233,2024,1502,1502,0.0,1.0,1
01234,2024,1590,1590,0.0,1.0,1
01235,2024,1942,1942,1.0,7.0,8
01236,2024,1588,1588,2.0,10.0,12
01237,2024,1852,1852,7.0,4.0,11
01238,2024,3235,3235,3.0,24.0,27
01239,2024,1919,1919,0.0,7.0,7
01240,2024,2257,2257,0.0,15.0,15
01241,2024,2497,2497,0.0,9.0,9
01242,2024,1500,1500,0.0,1.0,1
01243,2024,3096,3096,0.0,8.0,8
01244,2024,2888,2888,31.0,43.0,74
01245,2024,1246,1246,0.0,4.0,4
01246,2024,1904,1904,0.0,10.0,10
01247,2024,2714,2714,16.0,5.0,21
01248,2024,3491,3491,8.0,15.0,23
01249,2024,3275,3275,44.0,53.0,97
01250,2024,2991,2991,0.0,18.0,18
01252,2024,2745,2745,0.0,6.0,6
01254,2024,2888,2888,0.0,13.0,13
01255,2024,2021,2021,0.0,4.0,4
01258,2024,2082,2082,0.0,7.0,7
01259,2024,2061,2061,0.0,7.0,7
01260,2024,2049,2049,0.0,1.0,1
01261,2024,3039,3039,0.0,7.0,7
01262,2024,2681,2681,32.0,29.0,61
01263,2024,2828,2828,7.0,29.0,36
01264,2024,2365,2365,0.0,5.0,5
01265,2024,2032,2032,7.0,18.0,25
01266,2024,2017,2017,11.0,11.0,22
01267,2024,984,984,0.0,2.0,2
01268,2024,4028,4028,1.0,1.0,2
01269,2024,1234,1234,23.0,9.0,32
01272,2024,2118,2118,1.0,13.0,14
01273,2024,2102,2102,0.0,18.0,18
01274,2024,2466,2466,0.0,7.0,7
01275,2024,4093,4093,5.0,21.0,26
01276,2024,3321,3321,0.0,13.0,13
01277,2024,1450,1450,0.0,3.0,3
01279,2024,1304,1304,0.0,3.0,3
01280,2024,1957,1957,1.0,2.0,3
01281,2024,5232,5232,33.0,16.0,49
01282,2024,1621,1621,0.0,3.0,3
01283,2024,1564,1564,95.0,59.0,154
01284,2024,2463,2463,0.0,6.0,6
01285,2024,3662,3662,1.0,5.0,6
01286,2024,2629,2629,0.0,7.0,7
01288,2024,4132,4132,21.0,14.0,35
01289,2024,2253,2253,29.0,40.0,69
01290,2024,3117,3117,2.0,7.0,9
01291,2024,1590,1590,0.0,5.0,5
01293,2024,1981,1981,0.0,3.0,3
01294,2024,2126,2126,0.0,11.0,11
01295,2024,2006,2006,0.0,6.0,6
01296,2024,1596,1596,0.0,1.0,1
01297,2024,2391,2391,0.0,9.0,9
01298,2024,2880,2880,0.0,1.0,1
01299,2024,2409,2409,1.0,3.0,4
01301,2024,2471,2471,1.0,21.0,22
01302,2024,3308,3308,0.0,1.0,1
01303,2024,1740,1740,3.0,23.0,26
01304,2024,2016,2016,7.0,23.0,30
01305,2024,1700,1700,12.0,22.0,34
01306,2024,1940,1940,5.0,7.0,12
01307,2024,2272,2272,5.0,2.0,7
01308,2024,3991,3991,2.0,9.0,11
01310,2024,2046,2046,0.0,1.0,1
01311,2024,1735,1735,0.0,2.0,2
01313,2024,5391,5391,58.0,52.0,110
01314,2024,2198,2198,0.0,17.0,17
01317,2024,1734,1734,0.0,6.0,6
01318,2024,2854,2854,0.0,11.0,11
01319,2024,2816,2816,0.0,4.0,4
01320,2024,2211,2211,2.0,23.0,25
01321,2024,1979,1979,1.0,7.0,8
01322,2024,3275,3275,3.0,35.0,38
01323,2024,1912,1912,0.0,10.0,10
01325,2024,4762,4762,0.0,3.0,3
01328,2024,2574,2574,1.0,5.0,6
01329,2024,1203,1203,0.0,2.0,2
01331,2024,1646,1646,0.0,3.0,3
01332,2024,2582,2582,0.0,9.0,9
01333,2024,3538,3538,10.0,20.0,30
01334,2024,2073,2073,0.0,7.0,7
01335,2024,2466,2466,0.0,2.0,2
01336,2024,2017,2017,1.0,7.0,8
01337,2024,2123,2123,0.0,7.0,7
01338,2024,1875,1875,0.0,11.0,11
01339,2024,4097,4097,0.0,13.0,13
01342,2024,3163,3163,1.0,6.0,7
01343,2024,2354,2354,0.0,15.0,15
01344,2024,2196,2196,14.0,41.0,55
01345,2024,2144,2144,3.0,23.0,26
01346,2024,1900,1900,0.0,7.0,7
01347,2024,5015,5015,1.0,14.0,15
01348,2024,2022,2022,6.0,24.0,30
01349,2024,3306,3306,0.0,4.0,4
01350,2024,2088,2088,2.0,16.0,18
01351,2024,2035,2035,1.0,9.0,10
01352,2024,1261,1261,0.0,7.0,7
01353,2024,3239,3239,0.0,16.0,16
01354,2024,4702,4702,112.0,44.0,156
01355,2024,1982,1982,0.0,8.0,8
01356,2024,3092,3092,0.0,2.0,2
01357,2024,1724,1724,1.0,6.0,7
01358,2024,1973,1973,0.0,3.0,3
01359,2024,2066,2066,0.0,2.0,2
01360,2024,4413,4413,8.0,15.0,23
01361,2024,3093,3093,4.0,25.0,29
01362,2024,3433,3433,1.0,7.0,8
01363,2024,2348,2348,1.0,11.0,12
01364,2024,2068,2068,0.0,7.0,7
01365,2024,2150,2150,0.0,12.0,12
01366,2024,2799,2799,1.0,5.0,6
01367,2024,1852,1852,0.0,12.0,12
01368,2024,2227,2227,0.0,9.0,9
01369,2024,1780,1780,2.0,4.0,6
01370,2024,1651,1651,28.0,3.0,31
01371,2024,3232,3232,1.0,6.0,7
01372,2024,1927,1927,0.0,2.0,2
01373,2024,1799,1799,2.0,6.0,8
01374,2024,2205,2205,0.0,28.0,28
01375,2024,2018,2018,0.0,10.0,10
01376,2024,2872,2872,25.0,15.0,40
01378,2024,3421,3421,1.0,18.0,19
01379,2024,2581,2581,1.0,7.0,8
01380,2024,1870,1870,0.0,5.0,5
01381,2024,2902,2902,0.0,11.0,11
01382,2024,2690,2690,0.0,2.0,2
01383,2024,2289,2289,0.0,8.0,8
01384,2024,1337,1337,8.0,12.0,20
01385,2024,2258,2258,3.0,5.0,8
01386,2024,2163,2163,2.0,12.0,14
01387,2024,1505,1505,0.0,1.0,1
01388,2024,1778,1778,0.0,10.0,10
01389,2024,2516,2516,3.0,8.0,11
01390,2024,2932,2932,0.0,16.0,16
01391,2024,1848,1848,0.0,4.0,4
01392,2024,1689,1689,0.0,6.0,6
01393,2024,3336,3336,0.0,4.0,4
01396,2024,2092,2092,2.0,9.0,11
01397,2024,5080,5080,3.0,10.0,13
01398,2024,2727,2727,4.0,12.0,16
01399,2024,5081,5081,9.0,17.0,26
01400,2024,625,625,0.0,1.0,1
01401,2024,5304,5304,8.0,19.0,27
01402,2024,2149,2149,0.0,6.0,6
01403,2024,2158,2158,2.0,12.0,14
01404,2024,3489,3489,0.0,2.0,2
01405,2024,2085,2085,1.0,11.0,12
01406,2024,2165,2165,0.0,1.0,1
01407,2024,2954,2954,3.0,8.0,11
01408,2024,1410,1410,0.0,7.0,7
01411,2024,1561,1561,0.0,2.0,2
01412,2024,3527,3527,0.0,6.0,6
01415,2024,2751,2751,1.0,2.0,3
01416,2024,1450,1450,2.0,14.0,16
01418,2024,4025,4025,0.0,7.0,7
01419,2024,4922,4922,29.0,35.0,64
01420,2024,1589,1589,18.0,4.0,22
01421,2024,1909,1909,0.0,10.0,10
01422,2024,2093,2093,4.0,9.0,13
01423,2024,3526,3526,0.0,6.0,6
01424,2024,3919,3919,1.0,12.0,13
01425,2024,1548,1548,0.0,1.0,1
01426,2024,1964,1964,0.0,22.0,22
01427,2024,3028,3028,30.0,33.0,63
01428,2024,2871,2871,0.0,3.0,3
01429,2024,2193,2193,0.0,5.0,5
01430,2024,1798,1798,0.0,4.0,4
01431,2024,2457,2457,1.0,19.0,20
01432,2024,1860,1860,0.0,1.0,1
01433,2024,1986,1986,0.0,4.0,4
01434,2024,1970,1970,0.0,1.0,1
01435,2024,5083,5083,5.0,15.0,20
01436,2024,6184,6184,1.0,1.0,2
01437,2024,2344,2344,0.0,1.0,1
01441,2024,839,839,0.0,1.0,1
01443,2024,2681,2681,14.0,34.0,48
01444,2024,1896,1896,0.0,13.0,13
01445,2024,1676,1676,1.0,6.0,7
01446,2024,2748,2748,0.0,4.0,4
01447,2024,1713,1713,0.0,8.0,8
01448,2024,2736,2736,0.0,4.0,4
01449,2024,3156,3156,0.0,8.0,8
01450,2024,2785,2785,6.0,42.0,48
01451,2024,2412,2412,6.0,42.0,48
01452,2024,1625,1625,7.0,15.0,22
01453,2024,1453,1453,0.0,6.0,6
01454,2024,2687,2687,2.0,6.0,8
01457,2024,2301,2301,11.0,31.0,42
02001,2024,950,950,0.0,6.0,6
02002,2024,1382,1382,0.0,7.0,7
02003,2024,1481,1481,0.0,11.0,11
02004,2024,834,834,0.0,2.0,2
02005,2024,1960,1960,0.0,4.0,4
02006,2024,1500,1500,0.0,1.0,1
02008,2024,1295,1295,0.0,3.0,3
02009,2024,954,954,0.0,2.0,2
02010,2024,1429,1429,0.0,1.0,1
02011,2024,1959,1959,0.0,14.0,14
02012,2024,701,701,0.0,1.0,1
02013,2024,1462,1462,0.0,2.0,2
02014,2024,1558,1558,0.0,10.0,10
02015,2024,2336,2336,0.0,2.0,2
02016,2024,1102,1102,0.0,2.0,2
02017,2024,833,833,0.0,1.0,1
02018,2024,1403,1403,0.0,28.0,28
02019,2024,1602,1602,0.0,2.0,2
02020,2024,888,888,0.0,6.0,6
02022,2024,1233,1233,0.0,4.0,4
02025,2024,1392,1392,0.0,3.0,3
02027,2024,1165,1165,0.0,8.0,8
02028,2024,1463,1463,0.0,26.0,26
02029,2024,1255,1255,0.0,2.0,2
02030,2024,1278,1278,0.0,4.0,4
02031,2024,691,691,0.0,5.0,5
02032,2024,1254,1254,0.0,2.0,2
02034,2024,844,844,0.0,2.0,2
02035,2024,1392,1392,0.0,4.0,4
02036,2024,509,509,0.0,1.0,1
02037,2024,1316,1316,0.0,12.0,12
02039,2024,766,766,0.0,1.0,1
02040,2024,611,611,0.0,1.0,1
02041,2024,1631,1631,0.0,8.0,8
02042,2024,2046,2046,0.0,3.0,3
02043,2024,1333,1333,0.0,1.0,1
02044,2024,580,580,0.0,1.0,1
02046,2024,1139,1139,0.0,6.0,6
02047,2024,343,343,0.0,1.0,1
02048,2024,1152,1152,0.0,2.0,2
02049,2024,1744,1744,0.0,4.0,4
02050,2024,1528,1528,0.0,4.0,4
02051,2024,1758,1758,0.0,3.0,3
02052,2024,938,938,0.0,4.0,4
02053,2024,1151,1151,0.0,5.0,5
02054,2024,1748,1748,0.0,5.0,5
02055,2024,975,975,0.0,1.0,1
02056,2024,1383,1383,0.0,2.0,2
02057,2024,836,836,0.0,12.0,12
02058,2024,1240,1240,0.0,3.0,3
02059,2024,1031,1031,0.0,26.0,26
02060,2024,649,649,0.0,1.0,1
02061,2024,796,796,0.0,2.0,2
02062,2024,1365,1365,0.0,1.0,1
02063,2024,1010,1010,0.0,7.0,7
02064,2024,1749,1749,1.0,24.0,25
02065,2024,1016,1016,0.0,5.0,5
02067,2024,1146,1146,0.0,5.0,5
02069,2024,974,974,0.0,2.0,2
02070,2024,918,918,0.0,4.0,4
02071,2024,1506,1506,0.0,4.0,4
02072,2024,868,868,0.0,3.0,3
02073,2024,1967,1967,0.0,1.0,1
02074,2024,1288,1288,0.0,6.0,6
02075,2024,3363,3363,0.0,4.0,4
02076,2024,2060,2060,0.0,1.0,1
02078,2024,1356,1356,0.0,2.0,2
02079,2024,840,840,0.0,2.0,2
02080,2024,1206,1206,0.0,3.0,3
02081,2024,1077,1077,0.0,2.0,2
02082,2024,567,567,0.0,1.0,1
02083,2024,1084,1084,0.0,10.0,10
02084,2024,1698,1698,0.0,1.0,1
02085,2024,1840,1840,0.0,7.0,7
02086,2024,1199,1199,0.0,13.0,13
02087,2024,714,714,0.0,1.0,1
02088,2024,1073,1073,0.0,1.0,1
02089,2024,1869,1869,0.0,9.0,9
02090,2024,1386,1386,0.0,1.0,1
02091,2024,1077,1077,0.0,1.0,1
02093,2024,1460,1460,0.0,18.0,18
02094,2024,1765,1765,0.0,4.0,4
02095,2024,777,777,0.0,70.0,70
02096,2024,848,848,0.0,2.0,2
02097,2024,899,899,0.0,2.0,2
02098,2024,1827,1827,0.0,6.0,6
02099,2024,1951,1951,0.0,3.0,3
02100,2024,1360,1360,0.0,3.0,3
02101,2024,1085,1085,0.0,4.0,4
02102,2024,1393,1393,0.0,2.0,2
02103,2024,1100,1100,0.0,16.0,16
02104,2024,2109,2109,0.0,3.0,3
02105,2024,906,906,0.0,4.0,4
02106,2024,1557,1557,0.0,6.0,6
02109,2024,1370,1370,0.0,3.0,3
02110,2024,1395,1395,1.0,19.0,20
02111,2024,1114,1114,0.0,4.0,4
02112,2024,1131,1131,0.0,3.0,3
02114,2024,2107,2107,1.0,12.0,13
02118,2024,1429,1429,0.0,1.0,1
02120,2024,1333,1333,0.0,1.0,1
02123,2024,1377,1377,0.0,3.0,3
02124,2024,1348,1348,0.0,6.0,6
02126,2024,719,719,0.0,5.0,5
02128,2024,1695,1695,1.0,29.0,30
02129,2024,429,429,0.0,1.0,1
02130,2024,903,903,0.0,3.0,3
02131,2024,1813,1813,1.0,20.0,21
02133,2024,943,943,0.0,4.0,4
02134,2024,1249,1249,0.0,9.0,9
02135,2024,942,942,0.0,12.0,12
02138,2024,2672,2672,0.0,2.0,2
02139,2024,1213,1213,0.0,4.0,4
02140,2024,1447,1447,0.0,8.0,8
02141,2024,863,863,1.0,14.0,15
02142,2024,2205,2205,0.0,3.0,3
02143,2024,505,505,0.0,2.0,2
02144,2024,1423,1423,0.0,2.0,2
02145,2024,1459,1459,0.0,3.0,3
02148,2024,1733,1733,0.0,2.0,2
02150,2024,1389,1389,0.0,1.0,1
02151,2024,1372,1372,0.0,2.0,2
02153,2024,1566,1566,0.0,7.0,7
02154,2024,914,914,0.0,2.0,2
02156,2024,1252,1252,0.0,5.0,5
02157,2024,1652,1652,0.0,3.0,3
02158,2024,1666,1666,0.0,4.0,4
02159,2024,635,635,0.0,2.0,2
02160,2024,772,772,0.0,7.0,7
02162,2024,1944,1944,0.0,1.0,1
02163,2024,1952,1952,1.0,15.0,16
02164,2024,1475,1475,0.0,3.0,3
02165,2024,934,934,0.0,12.0,12
02166,2024,2750,2750,0.0,6.0,6
02167,2024,1502,1502,0.0,5.0,5
02168,2024,1813,1813,59.0,60.0,119
02169,2024,670,670,0.0,1.0,1
02172,2024,1532,1532,0.0,2.0,2
02173,2024,1408,1408,16.0,118.0,134
02174,2024,1680,1680,0.0,7.0,7
02175,2024,1288,1288,0.0,1.0,1
02176,2024,881,881,0.0,2.0,2
02177,2024,1304,1304,0.0,4.0,4
02178,2024,1756,1756,0.0,1.0,1
02179,2024,771,771,0.0,4.0,4
02180,2024,1513,1513,0.0,5.0,5
02181,2024,1045,1045,0.0,1.0,1
02182,2024,676,676,0.0,1.0,1
02185,2024,906,906,0.0,2.0,2
02186,2024,1666,1666,2.0,14.0,16
02187,2024,2122,2122,1.0,14.0,15
02188,2024,625,625,0.0,1.0,1
02189,2024,1446,1446,0.0,3.0,3
02190,2024,1712,1712,0.0,2.0,2
02191,2024,1306,1306,0.0,5.0,5
02192,2024,1164,1164,0.0,5.0,5
02193,2024,558,558,0.0,1.0,1
02194,2024,1882,1882,0.0,2.0,2
02195,2024,1817,1817,0.0,3.0,3
02196,2024,467,467,0.0,1.0,1
02197,2024,1158,1158,0.0,5.0,5
02198,2024,1638,1638,0.0,6.0,6
02199,2024,1164,1164,0.0,6.0,6
02201,2024,1703,1703,0.0,5.0,5
02203,2024,1447,1447,0.0,14.0,14
02204,2024,778,778,0.0,2.0,2
02205,2024,1055,1055,0.0,5.0,5
02208,2024,1672,1672,0.0,2.0,2
02209,2024,2127,2127,0.0,5.0,5
02210,2024,1487,1487,0.0,6.0,6
02211,2024,1984,1984,0.0,4.0,4
02212,2024,1128,1128,0.0,8.0,8
02213,2024,1439,1439,0.0,1.0,1
02214,2024,1180,1180,0.0,1.0,1
02215,2024,1630,1630,0.0,8.0,8
02216,2024,1576,1576,0.0,3.0,3
02217,2024,1501,1501,0.0,10.0,10
02218,2024,923,923,0.0,4.0,4
02219,2024,625,625,1.0,0.0,1
02220,2024,894,894,0.0,4.0,4
02221,2024,1762,1762,0.0,4.0,4
02222,2024,846,846,0.0,2.0,2
02224,2024,1744,1744,0.0,3.0,3
02225,2024,1309,1309,0.0,2.0,2
02226,2024,1662,1662,1.0,10.0,11
02228,2024,1309,1309,0.0,5.0,5
02229,2024,1339,1339,0.0,1.0,1
02230,2024,1371,1371,0.0,1.0,1
02231,2024,1336,1336,0.0,8.0,8
02232,2024,1920,1920,0.0,1.0,1
02234,2024,2386,2386,0.0,1.0,1
02235,2024,1278,1278,0.0,3.0,3
02237,2024,895,895,0.0,11.0,11
02238,2024,1452,1452,0.0,16.0,16
02239,2024,1536,1536,0.0,8.0,8
02240,2024,877,877,0.0,1.0,1
02242,2024,1427,1427,0.0,9.0,9
02243,2024,1805,1805,2.0,32.0,34
02245,2024,1784,1784,1.0,16.0,17
02246,2024,1258,1258,0.0,4.0,4
02248,2024,680,680,0.0,1.0,1
02249,2024,1002,1002,0.0,2.0,2
02251,2024,677,677,0.0,2.0,2
02253,2024,1386,1386,0.0,4.0,4
02254,2024,1430,1430,0.0,5.0,5
02256,2024,589,589,0.0,2.0,2
02257,2024,1623,1623,0.0,3.0,3
02258,2024,1890,1890,0.0,3.0,3
02259,2024,1634,1634,0.0,5.0,5
02260,2024,1173,1173,0.0,11.0,11
02261,2024,1188,1188,0.0,7.0,7
02262,2024,1569,1569,0.0,2.0,2
02263,2024,578,578,0.0,1.0,1
02264,2024,1123,1123,0.0,10.0,10
02265,2024,830,830,0.0,2.0,2
02266,2024,1000,1000,0.0,1.0,1
02267,2024,3546,3546,0.0,3.0,3
02268,2024,1852,1852,0.0,5.0,5
02269,2024,571,571,0.0,1.0,1
02270,2024,522,522,0.0,2.0,2
02271,2024,1811,1811,0.0,3.0,3
02272,2024,942,942,0.0,2.0,2
02275,2024,460,460,0.0,2.0,2
02276,2024,1151,1151,0.0,4.0,4
02277,2024,1367,1367,0.0,3.0,3
02279,2024,2721,2721,0.0,9.0,9
02280,2024,1734,1734,0.0,4.0,4
02281,2024,1698,1698,0.0,3.0,3
02282,2024,1941,1941,0.0,1.0,1
02283,2024,859,859,0.0,4.0,4
02284,2024,500,500,0.0,1.0,1
02286,2024,977,977,0.0,4.0,4
02287,2024,1592,1592,0.0,19.0,19
02288,2024,1241,1241,0.0,7.0,7
02289,2024,1419,1419,0.0,3.0,3
02290,2024,1926,1926,2.0,24.0,26
02291,2024,883,883,0.0,2.0,2
02292,2024,2218,2218,0.0,10.0,10
02293,2024,926,926,0.0,2.0,2
02295,2024,794,794,0.0,6.0,6
02296,2024,1325,1325,0.0,14.0,14
02297,2024,877,877,0.0,1.0,1
02298,2024,920,920,0.0,10.0,10
02299,2024,1191,1191,0.0,7.0,7
02302,2024,1764,1764,0.0,3.0,3
02303,2024,1601,1601,0.0,8.0,8
02304,2024,835,835,5.0,16.0,21
02305,2024,1191,1191,2.0,31.0,33
02306,2024,1055,1055,0.0,9.0,9
02307,2024,1955,1955,4.0,26.0,30
02308,2024,1208,1208,0.0,7.0,7
02309,2024,1216,1216,0.0,9.0,9
02310,2024,1218,1218,0.0,1.0,1
02311,2024,1718,1718,0.0,2.0,2
02312,2024,1142,1142,0.0,12.0,12
02313,2024,959,959,0.0,1.0,1
02315,2024,1306,1306,0.0,16.0,16
02317,2024,1646,1646,0.0,2.0,2
02318,2024,1276,1276,0.0,13.0,13
02319,2024,719,719,0.0,5.0,5
02321,2024,1126,1126,0.0,4.0,4
