code_insee,code_ze,lib_ze,taux_chomage
2B246,9402,Bastia,6.9
2B248,9404,Corte,5.8
2B250,9402,Bastia,6.9
2B251,9405,Ghisonaccia,8.1
2B252,9402,Bastia,6.9
2B255,9402,Bastia,6.9
2B256,9402,Bastia,6.9
2B257,9402,Bastia,6.9
2B260,9404,Corte,5.8
2B261,9402,Bastia,6.9
2B263,9404,Corte,5.8
2B264,9404,Corte,5.8
2B265,9402,Bastia,6.9
2B267,9404,Corte,5.8
2B273,9402,Bastia,6.9
2B274,9402,Bastia,6.9
2B275,9404,Corte,5.8
2B277,9405,Ghisonaccia,8.1
2B280,9402,Bastia,6.9
2B281,9402,Bastia,6.9
2B283,9405,Ghisonaccia,8.1
2B286,9402,Bastia,6.9
2B287,9402,Bastia,6.9
2B289,9404,Corte,5.8
2B290,9403,Calvi,7.7
2B291,9402,Bastia,6.9
2B292,9404,Corte,5.8
2B293,9402,Bastia,6.9
2B296,9403,Calvi,7.7
2B297,9402,Bastia,6.9
2B298,9402,Bastia,6.9
2B299,9402,Bastia,6.9
2B301,9402,Bastia,6.9
2B302,9402,Bastia,6.9
2B303,9405,Ghisonaccia,8.1
2B304,9404,Corte,5.8
2B305,9402,Bastia,6.9
2B306,9404,Corte,5.8
2B307,9402,Bastia,6.9
2B309,9402,Bastia,6.9
2B311,9402,Bastia,6.9
2B313,9402,Bastia,6.9
2B314,9402,Bastia,6.9
2B315,9404,Corte,5.8
2B316,9403,Calvi,7.7
2B317,9402,Bastia,6.9
2B318,9402,Bastia,6.9
2B319,9402,Bastia,6.9
2B320,9405,Ghisonaccia,8.1
2B321,9402,Bastia,6.9
2B327,9402,Bastia,6.9
2B328,9405,Ghisonaccia,8.1
2B329,9404,Corte,5.8
2B332,9403,Calvi,7.7
2B333,9402,Bastia,6.9
2B334,9402,Bastia,6.9
2B335,9402,Bastia,6.9
2B337,9404,Corte,5.8
2B338,9402,Bastia,6.9
2B339,9403,Calvi,7.7
2B340,9402,Bastia,6.9
2B341,9404,Corte,5.8
2B342,9405,Ghisonaccia,8.1
2B343,9402,Bastia,6.9
2B344,9402,Bastia,6.9
2B346,9402,Bastia,6.9
2B347,9404,Corte,5.8
2B350,9402,Bastia,6.9
2B352,9403,Calvi,7.7
2B353,9402,Bastia,6.9
2B354,9404,Corte,5.8
2B355,9402,Bastia,6.9
2B356,9405,Ghisonaccia,8.1
2B361,9403,Calvi,7.7
2B364,9404,Corte,5.8
2B365,9405,Ghisonaccia,8.1
2B366,9405,Ghisonaccia,8.1
30001,7618,Nîmes,10.0
30002,7618,Nîmes,10.0
30003,7616,Montpellier,10.3
30004,7618,Nîmes,10.0
30005,7605,Bagnols-sur-Cèze,8.9
30006,7618,Nîmes,10.0
30007,7603,Alès - Le Vigan,12.7
30008,7603,Alès - Le Vigan,12.7
30009,7614,Millau,6.8
30010,7603,Alès - Le Vigan,12.7
30011,0053,Avignon,10.8
30012,0053,Avignon,10.8
30013,7618,Nîmes,10.0
30014,7618,Nîmes,10.0
30015,7603,Alès - Le Vigan,12.7
30016,7603,Alès - Le Vigan,12.7
30017,7603,Alès - Le Vigan,12.7
30018,7618,Nîmes,10.0
30019,7618,Nîmes,10.0
30020,7618,Nîmes,10.0
30021,7618,Nîmes,10.0
30022,7603,Alès - Le Vigan,12.7
30023,7618,Nîmes,10.0
30024,7603,Alès - Le Vigan,12.7
30025,7603,Alès - Le Vigan,12.7
30026,7603,Alès - Le Vigan,12.7
30027,7603,Alès - Le Vigan,12.7
30028,7605,Bagnols-sur-Cèze,8.9
30029,7603,Alès - Le Vigan,12.7
30030,7618,Nîmes,10.0
30031,7605,Bagnols-sur-Cèze,8.9
30032,0052,Arles,9.8
30033,7618,Nîmes,10.0
30034,0052,Arles,9.8
30035,7618,Nîmes,10.0
30036,7618,Nîmes,10.0
30037,7603,Alès - Le Vigan,12.7
30038,7603,Alès - Le Vigan,12.7
30039,7618,Nîmes,10.0
30040,7603,Alès - Le Vigan,12.7
30041,7618,Nîmes,10.0
30042,7603,Alès - Le Vigan,12.7
30043,7618,Nîmes,10.0
30044,7603,Alès - Le Vigan,12.7
30045,7603,Alès - Le Vigan,12.7
30046,7618,Nîmes,10.0
30047,7618,Nîmes,10.0
30048,7603,Alès - Le Vigan,12.7
30049,7618,Nîmes,10.0
30050,7603,Alès - Le Vigan,12.7
30051,7603,Alès - Le Vigan,12.7
30052,7603,Alès - Le Vigan,12.7
30053,7618,Nîmes,10.0
30054,7603,Alès - Le Vigan,12.7
30055,7603,Alès - Le Vigan,12.7
30056,7605,Bagnols-sur-Cèze,8.9
30057,7618,Nîmes,10.0
30058,7603,Alès - Le Vigan,12.7
30059,7618,Nîmes,10.0
30060,7618,Nîmes,10.0
30061,7618,Nîmes,10.0
30062,7618,Nîmes,10.0
30064,7603,Alès - Le Vigan,12.7
30065,7603,Alès - Le Vigan,12.7
30066,7618,Nîmes,10.0
30067,7605,Bagnols-sur-Cèze,8.9
30068,7603,Alès - Le Vigan,12.7
30069,7616,Montpellier,10.3
30070,7605,Bagnols-sur-Cèze,8.9
30071,7603,Alès - Le Vigan,12.7
30072,7618,Nîmes,10.0
30073,7618,Nîmes,10.0
30074,7614,Millau,6.8
30075,7618,Nîmes,10.0
30076,7605,Bagnols-sur-Cèze,8.9
30077,7603,Alès - Le Vigan,12.7
30079,7603,Alès - Le Vigan,12.7
30080,7603,Alès - Le Vigan,12.7
30081,7605,Bagnols-sur-Cèze,8.9
30082,7618,Nîmes,10.0
30083,7618,Nîmes,10.0
30084,7605,Bagnols-sur-Cèze,8.9
30085,7618,Nîmes,10.0
30086,7618,Nîmes,10.0
30087,7603,Alès - Le Vigan,12.7
30088,7618,Nîmes,10.0
30089,0052,Arles,9.8
30090,7603,Alès - Le Vigan,12.7
30091,7618,Nîmes,10.0
30092,7605,Bagnols-sur-Cèze,8.9
30093,7603,Alès - Le Vigan,12.7
30095,7603,Alès - Le Vigan,12.7
30096,7605,Bagnols-sur-Cèze,8.9
30097,7603,Alès - Le Vigan,12.7
30098,7618,Nîmes,10.0
30099,7603,Alès - Le Vigan,12.7
30100,7618,Nîmes,10.0
30101,7603,Alès - Le Vigan,12.7
30102,7618,Nîmes,10.0
30103,0053,Avignon,10.8
30104,7618,Nîmes,10.0
30105,7614,Millau,6.8
30106,7603,Alès - Le Vigan,12.7
30107,0053,Avignon,10.8
30108,7603,Alès - Le Vigan,12.7
30109,7603,Alès - Le Vigan,12.7
30110,7618,Nîmes,10.0
30111,7618,Nîmes,10.0
30112,7618,Nîmes,10.0
30113,7605,Bagnols-sur-Cèze,8.9
30114,7618,Nîmes,10.0
30115,7605,Bagnols-sur-Cèze,8.9
30116,0053,Avignon,10.8
30117,0052,Arles,9.8
30119,7603,Alès - Le Vigan,12.7
30120,7603,Alès - Le Vigan,12.7
30121,7618,Nîmes,10.0
30122,7618,Nîmes,10.0
30123,7618,Nîmes,10.0
30124,7605,Bagnols-sur-Cèze,8.9
30125,7618,Nîmes,10.0
30126,7618,Nîmes,10.0
30127,7605,Bagnols-sur-Cèze,8.9
30128,7618,Nîmes,10.0
30129,7603,Alès - Le Vigan,12.7
30130,7603,Alès - Le Vigan,12.7
30131,7605,Bagnols-sur-Cèze,8.9
30132,7603,Alès - Le Vigan,12.7
30133,7616,Montpellier,10.3
30134,7605,Bagnols-sur-Cèze,8.9
30135,7618,Nîmes,10.0
30136,7618,Nîmes,10.0
30137,7603,Alès - Le Vigan,12.7
30138,7618,Nîmes,10.0
30139,7614,Millau,6.8
30140,7603,Alès - Le Vigan,12.7
30141,7605,Bagnols-sur-Cèze,8.9
30142,7603,Alès - Le Vigan,12.7
30143,7605,Bagnols-sur-Cèze,8.9
30144,7618,Nîmes,10.0
30145,7618,Nîmes,10.0
30146,7603,Alès - Le Vigan,12.7
30147,7603,Alès - Le Vigan,12.7
30148,7603,Alès - Le Vigan,12.7
30149,0053,Avignon,10.8
30150,7603,Alès - Le Vigan,12.7
30151,7605,Bagnols-sur-Cèze,8.9
30152,7603,Alès - Le Vigan,12.7
30153,7603,Alès - Le Vigan,12.7
30154,7603,Alès - Le Vigan,12.7
30155,7618,Nîmes,10.0
30156,7618,Nîmes,10.0
30158,7603,Alès - Le Vigan,12.7
30159,7603,Alès - Le Vigan,12.7
30160,7603,Alès - Le Vigan,12.7
30161,7603,Alès - Le Vigan,12.7
30162,7603,Alès - Le Vigan,12.7
30163,7618,Nîmes,10.0
30164,7603,Alès - Le Vigan,12.7
30165,7603,Alès - Le Vigan,12.7
30166,7618,Nîmes,10.0
30167,7603,Alès - Le Vigan,12.7
30168,7603,Alès - Le Vigan,12.7
30169,7618,Nîmes,10.0
30170,7603,Alès - Le Vigan,12.7
30171,7603,Alès - Le Vigan,12.7
30172,7603,Alès - Le Vigan,12.7
30173,7603,Alès - Le Vigan,12.7
30174,7618,Nîmes,10.0
30175,7605,Bagnols-sur-Cèze,8.9
30176,7603,Alès - Le Vigan,12.7
30177,7603,Alès - Le Vigan,12.7
30178,7605,Bagnols-sur-Cèze,8.9
30179,0053,Avignon,10.8
30180,7618,Nîmes,10.0
30181,7618,Nîmes,10.0
30182,7618,Nîmes,10.0
30183,7618,Nîmes,10.0
30184,7618,Nîmes,10.0
30185,7618,Nîmes,10.0
30186,7618,Nîmes,10.0
30187,7603,Alès - Le Vigan,12.7
30188,7603,Alès - Le Vigan,12.7
30189,7618,Nîmes,10.0
30191,7605,Bagnols-sur-Cèze,8.9
30192,7618,Nîmes,10.0
30193,7618,Nîmes,10.0
30194,7603,Alès - Le Vigan,12.7
30195,7603,Alès - Le Vigan,12.7
30196,7605,Bagnols-sur-Cèze,8.9
30197,7603,Alès - Le Vigan,12.7
30198,7603,Alès - Le Vigan,12.7
30199,7603,Alès - Le Vigan,12.7
30200,7603,Alès - Le Vigan,12.7
30201,7603,Alès - Le Vigan,12.7
30202,7605,Bagnols-sur-Cèze,8.9
30203,7603,Alès - Le Vigan,12.7
30204,7603,Alès - Le Vigan,12.7
30205,7605,Bagnols-sur-Cèze,8.9
30206,7618,Nîmes,10.0
30207,7605,Bagnols-sur-Cèze,8.9
30208,7603,Alès - Le Vigan,12.7
30209,0053,Avignon,10.8
30210,7603,Alès - Le Vigan,12.7
30211,7618,Nîmes,10.0
30212,7618,Nîmes,10.0
30213,7614,Millau,6.8
30214,7603,Alès - Le Vigan,12.7
30215,7603,Alès - Le Vigan,12.7
30216,7603,Alès - Le Vigan,12.7
30217,0053,Avignon,10.8
30218,7603,Alès - Le Vigan,12.7
30219,7603,Alès - Le Vigan,12.7
30220,7603,Alès - Le Vigan,12.7
30221,0053,Avignon,10.8
30222,7605,Bagnols-sur-Cèze,8.9
30223,7603,Alès - Le Vigan,12.7
30224,7618,Nîmes,10.0
30225,7605,Bagnols-sur-Cèze,8.9
30226,7605,Bagnols-sur-Cèze,8.9
30227,7603,Alès - Le Vigan,12.7
30228,7618,Nîmes,10.0
30229,7603,Alès - Le Vigan,12.7
30230,7605,Bagnols-sur-Cèze,8.9
30231,7603,Alès - Le Vigan,12.7
30232,7605,Bagnols-sur-Cèze,8.9
30233,7618,Nîmes,10.0
30234,7603,Alès - Le Vigan,12.7
30235,7618,Nîmes,10.0
30236,7603,Alès - Le Vigan,12.7
30237,7603,Alès - Le Vigan,12.7
30238,7603,Alès - Le Vigan,12.7
30239,7603,Alès - Le Vigan,12.7
30240,7618,Nîmes,10.0
30241,7618,Nîmes,10.0
30242,7605,Bagnols-sur-Cèze,8.9
30243,7603,Alès - Le Vigan,12.7
30244,7618,Nîmes,10.0
30245,7618,Nîmes,10.0
30246,7603,Alès - Le Vigan,12.7
30247,7603,Alès - Le Vigan,12.7
30248,7618,Nîmes,10.0
30249,7618,Nîmes,10.0
30250,7603,Alès - Le Vigan,12.7
30251,7605,Bagnols-sur-Cèze,8.9
30252,7603,Alès - Le Vigan,12.7
30253,7603,Alès - Le Vigan,12.7
30254,7605,Bagnols-sur-Cèze,8.9
30255,7618,Nîmes,10.0
30256,7605,Bagnols-sur-Cèze,8.9
30257,7618,Nîmes,10.0
30258,7618,Nîmes,10.0
30259,7603,Alès - Le Vigan,12.7
30260,7618,Nîmes,10.0
30261,7603,Alès - Le Vigan,12.7
30262,7618,Nîmes,10.0
30263,7603,Alès - Le Vigan,12.7
30264,7603,Alès - Le Vigan,12.7
30265,7603,Alès - Le Vigan,12.7
30266,7603,Alès - Le Vigan,12.7
30267,7603,Alès - Le Vigan,12.7
30268,7603,Alès - Le Vigan,12.7
30269,7603,Alès - Le Vigan,12.7
30270,7603,Alès - Le Vigan,12.7
30271,7603,Alès - Le Vigan,12.7
30272,7603,Alès - Le Vigan,12.7
30273,7605,Bagnols-sur-Cèze,8.9
30274,7603,Alès - Le Vigan,12.7
30275,7603,Alès - Le Vigan,12.7
30276,7616,Montpellier,10.3
30277,7605,Bagnols-sur-Cèze,8.9
30278,7605,Bagnols-sur-Cèze,8.9
30279,7605,Bagnols-sur-Cèze,8.9
30280,7603,Alès - Le Vigan,12.7
30281,7618,Nîmes,10.0
30282,7605,Bagnols-sur-Cèze,8.9
30283,7603,Alès - Le Vigan,12.7
30284,7603,Alès - Le Vigan,12.7
30285,7618,Nîmes,10.0
30286,7618,Nîmes,10.0
30287,7605,Bagnols-sur-Cèze,8.9
30288,7605,Bagnols-sur-Cèze,8.9
30289,7603,Alès - Le Vigan,12.7
30290,7605,Bagnols-sur-Cèze,8.9
30291,7603,Alès - Le Vigan,12.7
30292,7605,Bagnols-sur-Cèze,8.9
30293,7603,Alès - Le Vigan,12.7
30294,7603,Alès - Le Vigan,12.7
30295,7618,Nîmes,10.0
30296,7603,Alès - Le Vigan,12.7
30297,7614,Millau,6.8
30298,7603,Alès - Le Vigan,12.7
30299,7618,Nîmes,10.0
30300,7618,Nîmes,10.0
30301,7618,Nîmes,10.0
30302,7605,Bagnols-sur-Cèze,8.9
30303,7603,Alès - Le Vigan,12.7
30304,7605,Bagnols-sur-Cèze,8.9
30305,7603,Alès - Le Vigan,12.7
30306,7618,Nîmes,10.0
30307,7603,Alès - Le Vigan,12.7
30308,7618,Nîmes,10.0
30309,7618,Nîmes,10.0
30310,7603,Alès - Le Vigan,12.7
30311,7603,Alès - Le Vigan,12.7
30312,0053,Avignon,10.8
30313,7618,Nîmes,10.0
30314,7618,Nîmes,10.0
30315,0053,Avignon,10.8
30316,7603,Alès - Le Vigan,12.7
30317,7618,Nîmes,10.0
30318,7603,Alès - Le Vigan,12.7
30319,7618,Nîmes,10.0
30320,7603,Alès - Le Vigan,12.7
30321,7618,Nîmes,10.0
30322,7603,Alès - Le Vigan,12.7
30323,7603,Alès - Le Vigan,12.7
30324,7618,Nîmes,10.0
30325,7603,Alès - Le Vigan,12.7
30326,0053,Avignon,10.8
30327,7603,Alès - Le Vigan,12.7
30328,0053,Avignon,10.8
30329,7603,Alès - Le Vigan,12.7
30330,7603,Alès - Le Vigan,12.7
30331,7605,Bagnols-sur-Cèze,8.9
30332,7614,Millau,6.8
30333,7618,Nîmes,10.0
30334,7618,Nîmes,10.0
30335,7603,Alès - Le Vigan,12.7
30336,0052,Arles,9.8
30337,7618,Nîmes,10.0
30338,7618,Nîmes,10.0
30339,7603,Alès - Le Vigan,12.7
30340,7605,Bagnols-sur-Cèze,8.9
30341,7618,Nîmes,10.0
30342,7605,Bagnols-sur-Cèze,8.9
30343,7605,Bagnols-sur-Cèze,8.9
30344,7618,Nîmes,10.0
30345,7603,Alès - Le Vigan,12.7
30346,7618,Nîmes,10.0
30347,7618,Nîmes,10.0
30348,7603,Alès - Le Vigan,12.7
30349,7618,Nîmes,10.0
30350,7603,Alès - Le Vigan,12.7
30351,0053,Avignon,10.8
30352,7618,Nîmes,10.0
30353,7603,Alès - Le Vigan,12.7
30354,7618,Nîmes,10.0
30355,7605,Bagnols-sur-Cèze,8.9
30356,7618,Nîmes,10.0
31001,7622,Saint-Gaudens,6.8
31002,7625,Toulouse,8.8
31003,7625,Toulouse,8.8
31004,7625,Toulouse,8.8
31005,7622,Saint-Gaudens,6.8
31006,7625,Toulouse,8.8
31007,7622,Saint-Gaudens,6.8
31008,7604,Auch,6.3
31009,7622,Saint-Gaudens,6.8
31010,7622,Saint-Gaudens,6.8
31011,7622,Saint-Gaudens,6.8
31012,7622,Saint-Gaudens,6.8
31013,7622,Saint-Gaudens,6.8
31014,7622,Saint-Gaudens,6.8
31015,7622,Saint-Gaudens,6.8
31017,7622,Saint-Gaudens,6.8
31018,7622,Saint-Gaudens,6.8
31019,7622,Saint-Gaudens,6.8
31020,7622,Saint-Gaudens,6.8
31021,7622,Saint-Gaudens,6.8
31022,7625,Toulouse,8.8
31023,7622,Saint-Gaudens,6.8
31024,7625,Toulouse,8.8
31025,7625,Toulouse,8.8
31026,7625,Toulouse,8.8
31027,7625,Toulouse,8.8
31028,7622,Saint-Gaudens,6.8
31029,7625,Toulouse,8.8
31030,7622,Saint-Gaudens,6.8
31031,7622,Saint-Gaudens,6.8
31032,7625,Toulouse,8.8
31033,7625,Toulouse,8.8
31034,7622,Saint-Gaudens,6.8
31035,7625,Toulouse,8.8
31036,7625,Toulouse,8.8
31037,7625,Toulouse,8.8
31038,7625,Toulouse,8.8
31039,7622,Saint-Gaudens,6.8
31040,7622,Saint-Gaudens,6.8
31041,7622,Saint-Gaudens,6.8
31042,7622,Saint-Gaudens,6.8
31043,7622,Saint-Gaudens,6.8
31044,7625,Toulouse,8.8
31045,7622,Saint-Gaudens,6.8
31046,7622,Saint-Gaudens,6.8
31047,7625,Toulouse,8.8
31048,7625,Toulouse,8.8
31049,7625,Toulouse,8.8
31050,7622,Saint-Gaudens,6.8
31051,7625,Toulouse,8.8
31052,7625,Toulouse,8.8
31053,7625,Toulouse,8.8
31054,7625,Toulouse,8.8
31055,7625,Toulouse,8.8
31056,7625,Toulouse,8.8
31057,7625,Toulouse,8.8
31058,7625,Toulouse,8.8
31059,7622,Saint-Gaudens,6.8
31060,7625,Toulouse,8.8
31061,7625,Toulouse,8.8
31062,7625,Toulouse,8.8
31063,7622,Saint-Gaudens,6.8
31064,7622,Saint-Gaudens,6.8
31065,7625,Toulouse,8.8
31066,7625,Toulouse,8.8
31067,7622,Saint-Gaudens,6.8
31068,7622,Saint-Gaudens,6.8
31069,7625,Toulouse,8.8
31070,7622,Saint-Gaudens,6.8
31071,7625,Toulouse,8.8
31072,7622,Saint-Gaudens,6.8
31073,7615,Montauban,8.3
31074,7625,Toulouse,8.8
31075,7625,Toulouse,8.8
31076,7622,Saint-Gaudens,6.8
31077,7615,Montauban,8.3
31078,7622,Saint-Gaudens,6.8
31079,7625,Toulouse,8.8
31080,7622,Saint-Gaudens,6.8
31081,7622,Saint-Gaudens,6.8
31082,7625,Toulouse,8.8
31083,7622,Saint-Gaudens,6.8
31084,7622,Saint-Gaudens,6.8
31085,7622,Saint-Gaudens,6.8
31086,7622,Saint-Gaudens,6.8
31087,7625,Toulouse,8.8
31088,7625,Toulouse,8.8
31089,7625,Toulouse,8.8
31090,7625,Toulouse,8.8
31091,7625,Toulouse,8.8
31092,7622,Saint-Gaudens,6.8
31093,7625,Toulouse,8.8
31094,7625,Toulouse,8.8
31095,7622,Saint-Gaudens,6.8
31096,7625,Toulouse,8.8
31097,7610,Castres - Mazamet,8.2
31098,7625,Toulouse,8.8
31099,7625,Toulouse,8.8
31100,7612,Foix - Pamiers,8.8
31101,7625,Toulouse,8.8
31102,7625,Toulouse,8.8
31103,7625,Toulouse,8.8
31104,7625,Toulouse,8.8
31105,7625,Toulouse,8.8
31106,7625,Toulouse,8.8
31107,7625,Toulouse,8.8
31108,7622,Saint-Gaudens,6.8
31109,7622,Saint-Gaudens,6.8
31110,7622,Saint-Gaudens,6.8
31111,7625,Toulouse,8.8
31112,7622,Saint-Gaudens,6.8
31113,7625,Toulouse,8.8
31114,7622,Saint-Gaudens,6.8
31115,7622,Saint-Gaudens,6.8
31116,7625,Toulouse,8.8
31117,7625,Toulouse,8.8
31118,7625,Toulouse,8.8
31119,7622,Saint-Gaudens,6.8
31120,7625,Toulouse,8.8
31121,7622,Saint-Gaudens,6.8
31122,7622,Saint-Gaudens,6.8
31123,7622,Saint-Gaudens,6.8
31124,7622,Saint-Gaudens,6.8
31125,7622,Saint-Gaudens,6.8
31126,7625,Toulouse,8.8
31127,7622,Saint-Gaudens,6.8
31128,7625,Toulouse,8.8
31129,7622,Saint-Gaudens,6.8
31130,7622,Saint-Gaudens,6.8
31131,7622,Saint-Gaudens,6.8
31132,7622,Saint-Gaudens,6.8
31133,7622,Saint-Gaudens,6.8
31134,7622,Saint-Gaudens,6.8
31135,7622,Saint-Gaudens,6.8
31136,7625,Toulouse,8.8
31137,7625,Toulouse,8.8
31138,7622,Saint-Gaudens,6.8
31139,7622,Saint-Gaudens,6.8
31140,7622,Saint-Gaudens,6.8
31141,7622,Saint-Gaudens,6.8
31142,7622,Saint-Gaudens,6.8
31143,7622,Saint-Gaudens,6.8
31144,7622,Saint-Gaudens,6.8
31145,7612,Foix - Pamiers,8.8
31146,7622,Saint-Gaudens,6.8
31147,7622,Saint-Gaudens,6.8
31148,7625,Toulouse,8.8
31149,7625,Toulouse,8.8
31150,7625,Toulouse,8.8
31151,7625,Toulouse,8.8
31152,7622,Saint-Gaudens,6.8
31153,7622,Saint-Gaudens,6.8
31155,7622,Saint-Gaudens,6.8
31156,7625,Toulouse,8.8
31157,7625,Toulouse,8.8
31158,7622,Saint-Gaudens,6.8
31159,7622,Saint-Gaudens,6.8
31160,7625,Toulouse,8.8
31161,7625,Toulouse,8.8
31162,7625,Toulouse,8.8
31163,7625,Toulouse,8.8
31164,7625,Toulouse,8.8
31165,7625,Toulouse,8.8
31166,7625,Toulouse,8.8
31167,7622,Saint-Gaudens,6.8
31168,7622,Saint-Gaudens,6.8
31169,7625,Toulouse,8.8
31170,7622,Saint-Gaudens,6.8
31171,7625,Toulouse,8.8
31172,7622,Saint-Gaudens,6.8
31173,7625,Toulouse,8.8
31174,7622,Saint-Gaudens,6.8
31175,7622,Saint-Gaudens,6.8
31176,7622,Saint-Gaudens,6.8
31177,7622,Saint-Gaudens,6.8
31178,7622,Saint-Gaudens,6.8
31179,7610,Castres - Mazamet,8.2
31180,7610,Castres - Mazamet,8.2
31181,7625,Toulouse,8.8
31182,7625,Toulouse,8.8
31183,7622,Saint-Gaudens,6.8
31184,7625,Toulouse,8.8
31185,7625,Toulouse,8.8
31186,7625,Toulouse,8.8
31187,7625,Toulouse,8.8
31188,7625,Toulouse,8.8
31189,7625,Toulouse,8.8
31190,7622,Saint-Gaudens,6.8
31191,7622,Saint-Gaudens,6.8
31192,7625,Toulouse,8.8
31193,7622,Saint-Gaudens,6.8
31194,7625,Toulouse,8.8
31195,7622,Saint-Gaudens,6.8
31196,7622,Saint-Gaudens,6.8
31197,7622,Saint-Gaudens,6.8
31198,7622,Saint-Gaudens,6.8
31199,7622,Saint-Gaudens,6.8
31200,7622,Saint-Gaudens,6.8
31201,7604,Auch,6.3
31202,7625,Toulouse,8.8
31203,7625,Toulouse,8.8
31204,7622,Saint-Gaudens,6.8
31205,7625,Toulouse,8.8
31206,7612,Foix - Pamiers,8.8
31207,7622,Saint-Gaudens,6.8
31208,7622,Saint-Gaudens,6.8
31209,7625,Toulouse,8.8
31210,7625,Toulouse,8.8
31211,7625,Toulouse,8.8
31212,7625,Toulouse,8.8
31213,7622,Saint-Gaudens,6.8
31215,7625,Toulouse,8.8
31216,7625,Toulouse,8.8
31217,7622,Saint-Gaudens,6.8
31218,7622,Saint-Gaudens,6.8
31219,7622,Saint-Gaudens,6.8
31220,7625,Toulouse,8.8
31221,7622,Saint-Gaudens,6.8
31222,7622,Saint-Gaudens,6.8
31223,7622,Saint-Gaudens,6.8
31224,7622,Saint-Gaudens,6.8
31225,7625,Toulouse,8.8
31226,7625,Toulouse,8.8
31227,7625,Toulouse,8.8
31228,7625,Toulouse,8.8
31229,7625,Toulouse,8.8
31230,7625,Toulouse,8.8
31231,7625,Toulouse,8.8
31232,7625,Toulouse,8.8
31233,7625,Toulouse,8.8
31234,7625,Toulouse,8.8
31235,7622,Saint-Gaudens,6.8
31236,7622,Saint-Gaudens,6.8
31237,7622,Saint-Gaudens,6.8
31238,7622,Saint-Gaudens,6.8
31239,7622,Saint-Gaudens,6.8
31240,7625,Toulouse,8.8
31241,7622,Saint-Gaudens,6.8
31242,7622,Saint-Gaudens,6.8
31243,7625,Toulouse,8.8
31244,7622,Saint-Gaudens,6.8
31245,7622,Saint-Gaudens,6.8
31246,7622,Saint-Gaudens,6.8
31247,7622,Saint-Gaudens,6.8
31248,7625,Toulouse,8.8
31249,7625,Toulouse,8.8
31250,7625,Toulouse,8.8
31251,7622,Saint-Gaudens,6.8
31252,7625,Toulouse,8.8
31253,7625,Toulouse,8.8
31254,7625,Toulouse,8.8
31255,7622,Saint-Gaudens,6.8
31256,7625,Toulouse,8.8
31258,7625,Toulouse,8.8
31259,7625,Toulouse,8.8
31260,7622,Saint-Gaudens,6.8
31261,7625,Toulouse,8.8
31262,7625,Toulouse,8.8
31263,7625,Toulouse,8.8
31264,7625,Toulouse,8.8
31265,7625,Toulouse,8.8
31266,7625,Toulouse,8.8
31267,7622,Saint-Gaudens,6.8
31268,7622,Saint-Gaudens,6.8
31269,7625,Toulouse,8.8
31270,7622,Saint-Gaudens,6.8
31271,7625,Toulouse,8.8
31272,7625,Toulouse,8.8
31273,7625,Toulouse,8.8
31274,7622,Saint-Gaudens,6.8
31275,7625,Toulouse,8.8
31276,7622,Saint-Gaudens,6.8
31277,7625,Toulouse,8.8
31278,7622,Saint-Gaudens,6.8
31279,7625,Toulouse,8.8
31280,7625,Toulouse,8.8
31281,7625,Toulouse,8.8
31282,7625,Toulouse,8.8
31283,7625,Toulouse,8.8
31284,7625,Toulouse,8.8
31285,7625,Toulouse,8.8
31286,7622,Saint-Gaudens,6.8
31287,7625,Toulouse,8.8
31288,7625,Toulouse,8.8
31289,7622,Saint-Gaudens,6.8
31290,7622,Saint-Gaudens,6.8
31291,7625,Toulouse,8.8
31292,7622,Saint-Gaudens,6.8
31293,7625,Toulouse,8.8
31294,7622,Saint-Gaudens,6.8
31295,7622,Saint-Gaudens,6.8
31296,7622,Saint-Gaudens,6.8
31297,7625,Toulouse,8.8
31299,7625,Toulouse,8.8
31300,7622,Saint-Gaudens,6.8
31301,7622,Saint-Gaudens,6.8
31302,7622,Saint-Gaudens,6.8
31303,7625,Toulouse,8.8
31304,7625,Toulouse,8.8
31305,7622,Saint-Gaudens,6.8
31306,7622,Saint-Gaudens,6.8
31308,7622,Saint-Gaudens,6.8
31309,7622,Saint-Gaudens,6.8
31310,7625,Toulouse,8.8
31311,7625,Toulouse,8.8
31312,7625,Toulouse,8.8
31313,7622,Saint-Gaudens,6.8
31314,7622,Saint-Gaudens,6.8
31315,7622,Saint-Gaudens,6.8
31316,7622,Saint-Gaudens,6.8
31317,7622,Saint-Gaudens,6.8
31318,7622,Saint-Gaudens,6.8
31319,7612,Foix - Pamiers,8.8
31320,7625,Toulouse,8.8
31321,7622,Saint-Gaudens,6.8
31322,7604,Auch,6.3
31323,7622,Saint-Gaudens,6.8
31324,7622,Saint-Gaudens,6.8
31325,7625,Toulouse,8.8
31326,7625,Toulouse,8.8
31327,7622,Saint-Gaudens,6.8
31328,7625,Toulouse,8.8
31329,7625,Toulouse,8.8
31330,7625,Toulouse,8.8
31331,7625,Toulouse,8.8
31332,7625,Toulouse,8.8
31333,7604,Auch,6.3
31334,7625,Toulouse,8.8
31335,7622,Saint-Gaudens,6.8
31336,7622,Saint-Gaudens,6.8
31337,7622,Saint-Gaudens,6.8
31338,7625,Toulouse,8.8
31339,7625,Toulouse,8.8
31340,7625,Toulouse,8.8
