code_insee,code_ze,lib_ze,taux_chomage
01001,8405,Bourg en Bresse,5.9
01002,8405,Bourg en Bresse,5.9
01004,8405,Bourg en Bresse,5.9
01005,8434,Villefranche-sur-Saône,5.8
01006,8404,Belley,5.6
01007,8405,Bourg en Bresse,5.9
01008,8405,Bourg en Bresse,5.9
01009,8404,Belley,5.6
01010,8416,Le Genevois Français,6.4
01011,8425,Oyonnax,8.0
01012,8404,Belley,5.6
01013,8405,Bourg en Bresse,5.9
01014,8425,Oyonnax,8.0
01015,8404,Belley,5.6
01016,0059,Mâcon,6.1
01017,8405,Bourg en Bresse,5.9
01019,8404,Belley,5.6
01021,8434,Villefranche-sur-Saône,5.8
01022,8404,Belley,5.6
01023,0059,Mâcon,6.1
01024,8405,Bourg en Bresse,5.9
01025,0059,Mâcon,6.1
01026,0059,Mâcon,6.1
01027,8421,Lyon,7.2
01028,8434,Villefranche-sur-Saône,5.8
01029,8405,Bourg en Bresse,5.9
01030,8434,Villefranche-sur-Saône,5.8
01031,8425,Oyonnax,8.0
01032,8421,Lyon,7.2
01033,8416,Le Genevois Français,6.4
01034,8404,Belley,5.6
01035,8425,Oyonnax,8.0
01036,8404,Belley,5.6
01037,8404,Belley,5.6
01038,8405,Bourg en Bresse,5.9
01040,8405,Bourg en Bresse,5.9
01041,8405,Bourg en Bresse,5.9
01042,0059,Mâcon,6.1
01043,8421,Lyon,7.2
01044,8416,Le Genevois Français,6.4
01045,8405,Bourg en Bresse,5.9
01046,0059,Mâcon,6.1
01047,8405,Bourg en Bresse,5.9
01049,8421,Lyon,7.2
01050,0059,Mâcon,6.1
01051,8425,Oyonnax,8.0
01052,8405,Bourg en Bresse,5.9
01053,8405,Bourg en Bresse,5.9
01054,8405,Bourg en Bresse,5.9
01056,8405,Bourg en Bresse,5.9
01057,0059,Mâcon,6.1
01058,8404,Belley,5.6
01060,8404,Belley,5.6
01061,8404,Belley,5.6
01062,8421,Lyon,7.2
01063,8425,Oyonnax,8.0
01064,8405,Bourg en Bresse,5.9
01065,8405,Bourg en Bresse,5.9
01066,8404,Belley,5.6
01067,8425,Oyonnax,8.0
01068,8405,Bourg en Bresse,5.9
01069,8405,Bourg en Bresse,5.9
01071,8416,Le Genevois Français,6.4
01072,8405,Bourg en Bresse,5.9
01073,8404,Belley,5.6
01074,8405,Bourg en Bresse,5.9
01075,8434,Villefranche-sur-Saône,5.8
01076,8404,Belley,5.6
01077,8405,Bourg en Bresse,5.9
01078,8416,Le Genevois Français,6.4
01079,8404,Belley,5.6
01080,8404,Belley,5.6
01081,8416,Le Genevois Français,6.4
01082,8416,Le Genevois Français,6.4
01083,8434,Villefranche-sur-Saône,5.8
01084,8405,Bourg en Bresse,5.9
01085,8405,Bourg en Bresse,5.9
01087,8425,Oyonnax,8.0
01088,8405,Bourg en Bresse,5.9
01089,8405,Bourg en Bresse,5.9
01090,8405,Bourg en Bresse,5.9
01092,8405,Bourg en Bresse,5.9
01093,8405,Bourg en Bresse,5.9
01094,0059,Mâcon,6.1
01095,8405,Bourg en Bresse,5.9
01096,8405,Bourg en Bresse,5.9
01098,8404,Belley,5.6
01099,8405,Bourg en Bresse,5.9
01100,8404,Belley,5.6
01101,8425,Oyonnax,8.0
01102,0059,Mâcon,6.1
01103,8416,Le Genevois Français,6.4
01104,8416,Le Genevois Français,6.4
01105,8434,Villefranche-sur-Saône,5.8
01106,8405,Bourg en Bresse,5.9
01107,8405,Bourg en Bresse,5.9
01108,8405,Bourg en Bresse,5.9
01109,8416,Le Genevois Français,6.4
01110,8404,Belley,5.6
01111,8405,Bourg en Bresse,5.9
01112,8425,Oyonnax,8.0
01113,8405,Bourg en Bresse,5.9
01114,8416,Le Genevois Français,6.4
01115,8405,Bourg en Bresse,5.9
01116,8404,Belley,5.6
01117,8404,Belley,5.6
01118,8416,Le Genevois Français,6.4
01121,8404,Belley,5.6
01123,0059,Mâcon,6.1
01124,8405,Bourg en Bresse,5.9
01125,8405,Bourg en Bresse,5.9
01127,8405,Bourg en Bresse,5.9
01128,8405,Bourg en Bresse,5.9
01129,8405,Bourg en Bresse,5.9
01130,8405,Bourg en Bresse,5.9
01133,8404,Belley,5.6
01134,0059,Mâcon,6.1
01135,8416,Le Genevois Français,6.4
01136,0059,Mâcon,6.1
01138,8404,Belley,5.6
01139,8405,Bourg en Bresse,5.9
01140,8405,Bourg en Bresse,5.9
01141,8404,Belley,5.6
01142,8421,Lyon,7.2
01143,8416,Le Genevois Français,6.4
01145,8405,Bourg en Bresse,5.9
01146,8405,Bourg en Bresse,5.9
01147,8405,Bourg en Bresse,5.9
01148,8425,Oyonnax,8.0
01149,8405,Bourg en Bresse,5.9
01150,8405,Bourg en Bresse,5.9
01151,8405,Bourg en Bresse,5.9
01152,8425,Oyonnax,8.0
01153,8416,Le Genevois Français,6.4
01155,8404,Belley,5.6
01156,8421,Lyon,7.2
01157,8434,Villefranche-sur-Saône,5.8
01158,8416,Le Genevois Français,6.4
01159,0059,Mâcon,6.1
01160,8416,Le Genevois Français,6.4
01162,8404,Belley,5.6
01163,8405,Bourg en Bresse,5.9
01165,8434,Villefranche-sur-Saône,5.8
01166,8434,Villefranche-sur-Saône,5.8
01167,8434,Villefranche-sur-Saône,5.8
01169,8434,Villefranche-sur-Saône,5.8
01170,8425,Oyonnax,8.0
01171,8425,Oyonnax,8.0
01173,8416,Le Genevois Français,6.4
01174,8416,Le Genevois Français,6.4
01175,0059,Mâcon,6.1
01177,8405,Bourg en Bresse,5.9
01179,0059,Mâcon,6.1
01180,8416,Le Genevois Français,6.4
01181,8425,Oyonnax,8.0
01183,8434,Villefranche-sur-Saône,5.8
01184,8405,Bourg en Bresse,5.9
01185,8404,Belley,5.6
01187,8404,Belley,5.6
01188,8434,Villefranche-sur-Saône,5.8
01189,8416,Le Genevois Français,6.4
01190,8404,Belley,5.6
01191,8425,Oyonnax,8.0
01192,8425,Oyonnax,8.0
01193,8404,Belley,5.6
01194,8434,Villefranche-sur-Saône,5.8
01195,8405,Bourg en Bresse,5.9
01196,8405,Bourg en Bresse,5.9
01197,8405,Bourg en Bresse,5.9
01198,8405,Bourg en Bresse,5.9
01199,8405,Bourg en Bresse,5.9
01200,8405,Bourg en Bresse,5.9
01202,8405,Bourg en Bresse,5.9
01203,0059,Mâcon,6.1
01204,8425,Oyonnax,8.0
01206,8425,Oyonnax,8.0
01207,8405,Bourg en Bresse,5.9
01208,8404,Belley,5.6
01209,8416,Le Genevois Français,6.4
01210,8416,Le Genevois Français,6.4
01211,8405,Bourg en Bresse,5.9
01212,8405,Bourg en Bresse,5.9
01213,8405,Bourg en Bresse,5.9
01214,8425,Oyonnax,8.0
01215,8416,Le Genevois Français,6.4
01216,8404,Belley,5.6
01219,8405,Bourg en Bresse,5.9
01224,8421,Lyon,7.2
01225,8434,Villefranche-sur-Saône,5.8
01227,8404,Belley,5.6
01228,8425,Oyonnax,8.0
01229,8405,Bourg en Bresse,5.9
01230,8405,Bourg en Bresse,5.9
01231,0059,Mâcon,6.1
01232,8405,Bourg en Bresse,5.9
01233,8404,Belley,5.6
01234,8404,Belley,5.6
01235,8405,Bourg en Bresse,5.9
01236,8405,Bourg en Bresse,5.9
01237,8425,Oyonnax,8.0
01238,8434,Villefranche-sur-Saône,5.8
01239,8404,Belley,5.6
01240,8425,Oyonnax,8.0
01241,8405,Bourg en Bresse,5.9
01242,8405,Bourg en Bresse,5.9
01243,8434,Villefranche-sur-Saône,5.8
01244,8405,Bourg en Bresse,5.9
01245,8405,Bourg en Bresse,5.9
01246,8405,Bourg en Bresse,5.9
01247,8416,Le Genevois Français,6.4
01248,8421,Lyon,7.2
01249,8421,Lyon,7.2
01250,8434,Villefranche-sur-Saône,5.8
01252,8434,Villefranche-sur-Saône,5.8
01254,8405,Bourg en Bresse,5.9
01255,8405,Bourg en Bresse,5.9
01257,8416,Le Genevois Français,6.4
01258,8434,Villefranche-sur-Saône,5.8
01259,8405,Bourg en Bresse,5.9
01260,8421,Lyon,7.2
01261,8421,Lyon,7.2
01262,8421,Lyon,7.2
01263,8434,Villefranche-sur-Saône,5.8
01264,8405,Bourg en Bresse,5.9
01265,8425,Oyonnax,8.0
01266,8405,Bourg en Bresse,5.9
01267,8425,Oyonnax,8.0
01268,8404,Belley,5.6
01269,8425,Oyonnax,8.0
01272,8405,Bourg en Bresse,5.9
01273,8405,Bourg en Bresse,5.9
01274,8425,Oyonnax,8.0
01275,8421,Lyon,7.2
01276,8421,Lyon,7.2
01277,8404,Belley,5.6
01279,8405,Bourg en Bresse,5.9
01280,8404,Belley,5.6
01281,8416,Le Genevois Français,6.4
01282,8425,Oyonnax,8.0
01283,8425,Oyonnax,8.0
01284,0059,Mâcon,6.1
01285,8434,Villefranche-sur-Saône,5.8
01286,8404,Belley,5.6
01288,8416,Le Genevois Français,6.4
01289,8405,Bourg en Bresse,5.9
01290,8405,Bourg en Bresse,5.9
01291,0059,Mâcon,6.1
01293,8425,Oyonnax,8.0
01294,8404,Belley,5.6
01295,8434,Villefranche-sur-Saône,5.8
01296,8405,Bourg en Bresse,5.9
01297,8421,Lyon,7.2
01298,8416,Le Genevois Français,6.4
01299,8405,Bourg en Bresse,5.9
01301,8405,Bourg en Bresse,5.9
01302,8404,Belley,5.6
01303,8405,Bourg en Bresse,5.9
01304,8405,Bourg en Bresse,5.9
01305,0059,Mâcon,6.1
01306,0059,Mâcon,6.1
01307,8425,Oyonnax,8.0
01308,8416,Le Genevois Français,6.4
01309,8405,Bourg en Bresse,5.9
01310,8404,Belley,5.6
01311,8404,Belley,5.6
01313,8416,Le Genevois Français,6.4
01314,8405,Bourg en Bresse,5.9
01317,8405,Bourg en Bresse,5.9
01318,8434,Villefranche-sur-Saône,5.8
01319,8405,Bourg en Bresse,5.9
01320,0059,Mâcon,6.1
01321,8405,Bourg en Bresse,5.9
01322,8434,Villefranche-sur-Saône,5.8
01323,0059,Mâcon,6.1
01325,8405,Bourg en Bresse,5.9
01328,8405,Bourg en Bresse,5.9
01329,8404,Belley,5.6
01331,8405,Bourg en Bresse,5.9
01332,0059,Mâcon,6.1
01333,8421,Lyon,7.2
01334,0059,Mâcon,6.1
01335,8405,Bourg en Bresse,5.9
01336,8405,Bourg en Bresse,5.9
01337,0059,Mâcon,6.1
01338,8404,Belley,5.6
01339,8434,Villefranche-sur-Saône,5.8
01342,8421,Lyon,7.2
01343,0059,Mâcon,6.1
01344,8405,Bourg en Bresse,5.9
01345,8405,Bourg en Bresse,5.9
01346,8405,Bourg en Bresse,5.9
01347,8434,Villefranche-sur-Saône,5.8
01348,8434,Villefranche-sur-Saône,5.8
01349,8421,Lyon,7.2
01350,8405,Bourg en Bresse,5.9
01351,8434,Villefranche-sur-Saône,5.8
01352,0059,Mâcon,6.1
01353,8434,Villefranche-sur-Saône,5.8
01354,8416,Le Genevois Français,6.4
01355,0059,Mâcon,6.1
01356,8405,Bourg en Bresse,5.9
01357,8416,Le Genevois Français,6.4
01358,8404,Belley,5.6
01359,8405,Bourg en Bresse,5.9
01360,8416,Le Genevois Français,6.4
01361,8421,Lyon,7.2
01362,8434,Villefranche-sur-Saône,5.8
01363,8405,Bourg en Bresse,5.9
01364,8405,Bourg en Bresse,5.9
01365,0059,Mâcon,6.1
01366,8405,Bourg en Bresse,5.9
01367,8405,Bourg en Bresse,5.9
01368,8405,Bourg en Bresse,5.9
01369,8405,Bourg en Bresse,5.9
01370,0059,Mâcon,6.1
01371,8421,Lyon,7.2
01372,8404,Belley,5.6
01373,8425,Oyonnax,8.0
01374,8405,Bourg en Bresse,5.9
01375,8405,Bourg en Bresse,5.9
01376,8421,Lyon,7.2
01378,8421,Lyon,7.2
01379,8405,Bourg en Bresse,5.9
01380,8405,Bourg en Bresse,5.9
01381,8405,Bourg en Bresse,5.9
01382,8434,Villefranche-sur-Saône,5.8
01383,8405,Bourg en Bresse,5.9
01384,8405,Bourg en Bresse,5.9
01385,8405,Bourg en Bresse,5.9
01386,8405,Bourg en Bresse,5.9
01387,8405,Bourg en Bresse,5.9
01388,8405,Bourg en Bresse,5.9
01389,8434,Villefranche-sur-Saône,5.8
01390,8405,Bourg en Bresse,5.9
01391,8405,Bourg en Bresse,5.9
01392,8425,Oyonnax,8.0
01393,8405,Bourg en Bresse,5.9
01396,8405,Bourg en Bresse,5.9
01397,8416,Le Genevois Français,6.4
01398,8434,Villefranche-sur-Saône,5.8
01399,8416,Le Genevois Français,6.4
01400,8405,Bourg en Bresse,5.9
01401,8416,Le Genevois Français,6.4
01402,0059,Mâcon,6.1
01403,8405,Bourg en Bresse,5.9
01404,8405,Bourg en Bresse,5.9
01405,8405,Bourg en Bresse,5.9
01406,8405,Bourg en Bresse,5.9
01407,8416,Le Genevois Français,6.4
01408,8405,Bourg en Bresse,5.9
01410,8425,Oyonnax,8.0
01411,8405,Bourg en Bresse,5.9
01412,8405,Bourg en Bresse,5.9
01415,8404,Belley,5.6
01416,8405,Bourg en Bresse,5.9
01418,8421,Lyon,7.2
01419,8416,Le Genevois Français,6.4
01420,8434,Villefranche-sur-Saône,5.8
01421,8405,Bourg en Bresse,5.9
01422,8405,Bourg en Bresse,5.9
01423,8434,Villefranche-sur-Saône,5.8
01424,8421,Lyon,7.2
01425,8405,Bourg en Bresse,5.9
01426,8405,Bourg en Bresse,5.9
01427,8434,Villefranche-sur-Saône,5.8
01428,8434,Villefranche-sur-Saône,5.8
01429,8405,Bourg en Bresse,5.9
01430,8405,Bourg en Bresse,5.9
01431,8405,Bourg en Bresse,5.9
01432,8405,Bourg en Bresse,5.9
01433,8405,Bourg en Bresse,5.9
01434,8405,Bourg en Bresse,5.9
01435,8416,Le Genevois Français,6.4
01436,8416,Le Genevois Français,6.4
01437,8405,Bourg en Bresse,5.9
01439,0059,Mâcon,6.1
01441,8425,Oyonnax,8.0
01443,8405,Bourg en Bresse,5.9
01444,8405,Bourg en Bresse,5.9
01445,8405,Bourg en Bresse,5.9
01446,8434,Villefranche-sur-Saône,5.8
01447,8405,Bourg en Bresse,5.9
01448,8416,Le Genevois Français,6.4
01449,8405,Bourg en Bresse,5.9
01450,8405,Bourg en Bresse,5.9
01451,8405,Bourg en Bresse,5.9
01452,8404,Belley,5.6
01453,8404,Belley,5.6
01454,8404,Belley,5.6
01456,8404,Belley,5.6
01457,0059,Mâcon,6.1
02001,3220,Saint-Quentin,11.5
02002,3220,Saint-Quentin,11.5
02003,3221,Soissons,8.1
02004,3214,Laon,9.5
02005,3214,Laon,9.5
02006,3220,Saint-Quentin,11.5
02007,3214,Laon,9.5
02008,3221,Soissons,8.1
02009,3220,Saint-Quentin,11.5
02010,3221,Soissons,8.1
02011,3221,Soissons,8.1
02012,3221,Soissons,8.1
02013,3214,Laon,9.5
02014,3220,Saint-Quentin,11.5
02015,3221,Soissons,8.1
02016,3220,Saint-Quentin,11.5
02017,3220,Saint-Quentin,11.5
02018,3214,Laon,9.5
02019,3220,Saint-Quentin,11.5
02020,3217,Maubeuge,12.5
02021,3214,Laon,9.5
02022,3209,Château-Thierry,9.2
02023,3209,Château-Thierry,9.2
02024,3214,Laon,9.5
02025,3220,Saint-Quentin,11.5
02027,3214,Laon,9.5
02028,3214,Laon,9.5
02029,3220,Saint-Quentin,11.5
02030,3220,Saint-Quentin,11.5
02031,3217,Maubeuge,12.5
02032,3220,Saint-Quentin,11.5
02033,3214,Laon,9.5
02034,3221,Soissons,8.1
02035,3220,Saint-Quentin,11.5
02036,3221,Soissons,8.1
02037,3214,Laon,9.5
02038,3214,Laon,9.5
02039,3214,Laon,9.5
02040,3217,Maubeuge,12.5
02041,3220,Saint-Quentin,11.5
02042,3209,Château-Thierry,9.2
02043,3221,Soissons,8.1
02044,3214,Laon,9.5
02046,3214,Laon,9.5
02047,3214,Laon,9.5
02048,3214,Laon,9.5
02049,3220,Saint-Quentin,11.5
02050,3217,Maubeuge,12.5
02051,3209,Château-Thierry,9.2
02052,3221,Soissons,8.1
02053,3209,Château-Thierry,9.2
02054,3221,Soissons,8.1
02055,3217,Maubeuge,12.5
02056,3220,Saint-Quentin,11.5
02057,3220,Saint-Quentin,11.5
02058,3214,Laon,9.5
02059,3220,Saint-Quentin,11.5
02060,3220,Saint-Quentin,11.5
02061,3220,Saint-Quentin,11.5
02062,3209,Château-Thierry,9.2
02063,3220,Saint-Quentin,11.5
02064,3221,Soissons,8.1
02065,3220,Saint-Quentin,11.5
02066,3220,Saint-Quentin,11.5
02067,3217,Maubeuge,12.5
02068,3214,Laon,9.5
02069,3214,Laon,9.5
02070,3220,Saint-Quentin,11.5
02071,3221,Soissons,8.1
02072,3214,Laon,9.5
02073,3214,Laon,9.5
02074,3214,Laon,9.5
02075,3220,Saint-Quentin,11.5
02076,3214,Laon,9.5
02078,3221,Soissons,8.1
02079,3217,Maubeuge,12.5
02080,3214,Laon,9.5
02081,3220,Saint-Quentin,11.5
02082,3209,Château-Thierry,9.2
02083,3209,Château-Thierry,9.2
02084,3209,Château-Thierry,9.2
02085,3209,Château-Thierry,9.2
02086,3220,Saint-Quentin,11.5
02087,3221,Soissons,8.1
02088,3214,Laon,9.5
02089,3221,Soissons,8.1
02090,3209,Château-Thierry,9.2
02091,3221,Soissons,8.1
02093,3221,Soissons,8.1
02094,3209,Château-Thierry,9.2
02095,3220,Saint-Quentin,11.5
02096,3214,Laon,9.5
02097,3214,Laon,9.5
02098,3209,Château-Thierry,9.2
02099,3209,Château-Thierry,9.2
02100,3220,Saint-Quentin,11.5
02101,3214,Laon,9.5
02102,3214,Laon,9.5
02103,3220,Saint-Quentin,11.5
02104,3214,Laon,9.5
02105,3209,Château-Thierry,9.2
02106,3214,Laon,9.5
02107,3221,Soissons,8.1
02108,3214,Laon,9.5
02109,3217,Maubeuge,12.5
02110,3221,Soissons,8.1
02111,3214,Laon,9.5
02112,3220,Saint-Quentin,11.5
02114,3209,Château-Thierry,9.2
02115,3221,Soissons,8.1
02116,3217,Maubeuge,12.5
02117,3220,Saint-Quentin,11.5
02118,3221,Soissons,8.1
02119,3209,Château-Thierry,9.2
02120,3221,Soissons,8.1
02121,3209,Château-Thierry,9.2
02122,3214,Laon,9.5
02123,3220,Saint-Quentin,11.5
02124,3220,Saint-Quentin,11.5
02125,3209,Château-Thierry,9.2
02126,3214,Laon,9.5
02127,3209,Château-Thierry,9.2
02128,3214,Laon,9.5
02129,3221,Soissons,8.1
02130,3217,Maubeuge,12.5
02131,3221,Soissons,8.1
02132,3214,Laon,9.5
02133,3214,Laon,9.5
02134,3217,Maubeuge,12.5
02135,3217,Maubeuge,12.5
02136,3217,Maubeuge,12.5
02137,3209,Château-Thierry,9.2
02138,3221,Soissons,8.1
02139,3220,Saint-Quentin,11.5
02140,3221,Soissons,8.1
02141,3217,Maubeuge,12.5
02142,3220,Saint-Quentin,11.5
02143,3220,Saint-Quentin,11.5
02144,3220,Saint-Quentin,11.5
02145,3220,Saint-Quentin,11.5
02146,3209,Château-Thierry,9.2
02148,3221,Soissons,8.1
02149,3220,Saint-Quentin,11.5
02150,3214,Laon,9.5
02151,3214,Laon,9.5
02152,3221,Soissons,8.1
02153,3214,Laon,9.5
02154,3221,Soissons,8.1
02155,3214,Laon,9.5
02156,3214,Laon,9.5
02157,3214,Laon,9.5
02158,3214,Laon,9.5
02159,3221,Soissons,8.1
02160,3214,Laon,9.5
02162,3209,Château-Thierry,9.2
02163,3209,Château-Thierry,9.2
02164,3209,Château-Thierry,9.2
02165,3220,Saint-Quentin,11.5
02166,3209,Château-Thierry,9.2
02167,3221,Soissons,8.1
02168,3209,Château-Thierry,9.2
02169,3214,Laon,9.5
02170,3220,Saint-Quentin,11.5
02171,3214,Laon,9.5
02172,3221,Soissons,8.1
02173,3220,Saint-Quentin,11.5
02174,3214,Laon,9.5
02175,3221,Soissons,8.1
02176,3221,Soissons,8.1
02177,3214,Laon,9.5
02178,3214,Laon,9.5
02179,3221,Soissons,8.1
02180,3214,Laon,9.5
02181,3214,Laon,9.5
02182,3214,Laon,9.5
02183,3214,Laon,9.5
02184,3214,Laon,9.5
02185,3209,Château-Thierry,9.2
02186,3209,Château-Thierry,9.2
02187,3209,Château-Thierry,9.2
02188,3220,Saint-Quentin,11.5
02189,3214,Laon,9.5
02190,3221,Soissons,8.1
02191,3214,Laon,9.5
02192,3221,Soissons,8.1
02193,3209,Château-Thierry,9.2
02194,3214,Laon,9.5
02195,3221,Soissons,8.1
02196,3214,Laon,9.5
02197,3217,Maubeuge,12.5
02198,3221,Soissons,8.1
02199,3220,Saint-Quentin,11.5
02200,3214,Laon,9.5
02201,3221,Soissons,8.1
02203,3209,Château-Thierry,9.2
02204,3217,Maubeuge,12.5
02205,3214,Laon,9.5
02206,3220,Saint-Quentin,11.5
02207,3220,Saint-Quentin,11.5
02208,3214,Laon,9.5
02209,3209,Château-Thierry,9.2
02210,3221,Soissons,8.1
02211,3214,Laon,9.5
02212,3220,Saint-Quentin,11.5
02213,3209,Château-Thierry,9.2
02214,3220,Saint-Quentin,11.5
02215,3214,Laon,9.5
02216,3221,Soissons,8.1
02217,3221,Soissons,8.1
02218,3214,Laon,9.5
02219,3221,Soissons,8.1
02220,3209,Château-Thierry,9.2
02221,3209,Château-Thierry,9.2
02222,3214,Laon,9.5
02223,3209,Château-Thierry,9.2
02224,3221,Soissons,8.1
02225,3209,Château-Thierry,9.2
02226,3221,Soissons,8.1
02227,3209,Château-Thierry,9.2
02228,3209,Château-Thierry,9.2
02229,3214,Laon,9.5
02230,3221,Soissons,8.1
02231,3214,Laon,9.5
02232,3221,Soissons,8.1
02233,3209,Château-Thierry,9.2
02234,3214,Laon,9.5
02235,3214,Laon,9.5
02236,3221,Soissons,8.1
02237,3214,Laon,9.5
02238,3214,Laon,9.5
02239,3209,Château-Thierry,9.2
02240,3220,Saint-Quentin,11.5
02241,3209,Château-Thierry,9.2
02242,3209,Château-Thierry,9.2
02243,3221,Soissons,8.1
02244,3220,Saint-Quentin,11.5
02245,3221,Soissons,8.1
02246,3220,Saint-Quentin,11.5
02248,3214,Laon,9.5
02249,3221,Soissons,8.1
02250,3214,Laon,9.5
02251,3214,Laon,9.5
02252,3214,Laon,9.5
02253,3221,Soissons,8.1
02254,3221,Soissons,8.1
02255,3221,Soissons,8.1
02256,3214,Laon,9.5
02257,3220,Saint-Quentin,11.5
02258,3221,Soissons,8.1
02259,3221,Soissons,8.1
02260,3220,Saint-Quentin,11.5
02261,3214,Laon,9.5
02262,3220,Saint-Quentin,11.5
02263,3221,Soissons,8.1
02264,3214,Laon,9.5
02265,3214,Laon,9.5
02266,3214,Laon,9.5
02267,3221,Soissons,8.1
02268,3209,Château-Thierry,9.2
02269,3217,Maubeuge,12.5
02270,3220,Saint-Quentin,11.5
02271,3209,Château-Thierry,9.2
02272,3221,Soissons,8.1
02273,3220,Saint-Quentin,11.5
02274,3214,Laon,9.5
02275,3217,Maubeuge,12.5
02276,3220,Saint-Quentin,11.5
02277,3221,Soissons,8.1
02278,3217,Maubeuge,12.5
02279,3209,Château-Thierry,9.2
02280,3209,Château-Thierry,9.2
02281,3209,Château-Thierry,9.2
02282,3214,Laon,9.5
02283,3214,Laon,9.5
02284,3217,Maubeuge,12.5
02286,3217,Maubeuge,12.5
02287,3220,Saint-Quentin,11.5
02288,3220,Saint-Quentin,11.5
02289,3209,Château-Thierry,9.2
02290,3209,Château-Thierry,9.2
02291,3220,Saint-Quentin,11.5
02292,3209,Château-Thierry,9.2
02293,3220,Saint-Quentin,11.5
02294,3214,Laon,9.5
02295,3217,Maubeuge,12.5
02296,3220,Saint-Quentin,11.5
02297,3209,Château-Thierry,9.2
02298,3220,Saint-Quentin,11.5
02299,3214,Laon,9.5
02302,3221,Soissons,8.1
02303,3220,Saint-Quentin,11.5
02304,3220,Saint-Quentin,11.5
02305,3209,Château-Thierry,9.2
02306,3214,Laon,9.5
02307,3221,Soissons,8.1
02308,3217,Maubeuge,12.5
02309,3214,Laon,9.5
02310,3220,Saint-Quentin,11.5
02312,3217,Maubeuge,12.5
02313,3220,Saint-Quentin,11.5
02315,3220,Saint-Quentin,11.5
02316,3221,Soissons,8.1
02317,3220,Saint-Quentin,11.5
02318,3221,Soissons,8.1
02319,3220,Saint-Quentin,11.5
02320,3220,Saint-Quentin,11.5
02321,3217,Maubeuge,12.5
02322,3220,Saint-Quentin,11.5
02323,3220,Saint-Quentin,11.5
02324,3217,Maubeuge,12.5
02326,3221,Soissons,8.1
02327,3220,Saint-Quentin,11.5
02328,3209,Château-Thierry,9.2
02329,3214,Laon,9.5
02330,3220,Saint-Quentin,11.5
02331,3217,Maubeuge,12.5
02332,3209,Château-Thierry,9.2
02333,3214,Laon,9.5
02334,3220,Saint-Quentin,11.5
02335,3214,Laon,9.5
02336,3220,Saint-Quentin,11.5
02337,3217,Maubeuge,12.5
02338,3214,Laon,9.5
02339,3209,Château-Thierry,9.2
02340,3220,Saint-Quentin,11.5
02341,3217,Maubeuge,12.5
02342,3217,Maubeuge,12.5
02343,3220,Saint-Quentin,11.5
02345,3220,Saint-Quentin,11.5
02346,3214,Laon,9.5
02347,3209,Château-Thierry,9.2
02349,3214,Laon,9.5
02350,3214,Laon,9.5
02351,3209,Château-Thierry,9.2
02352,3220,Saint-Quentin,11.5
02353,3214,Laon,9.5
02354,3214,Laon,9.5
02355,3220,Saint-Quentin,11.5
02356,3209,Château-Thierry,9.2
02357,3217,Maubeuge,12.5
02358,3220,Saint-Quentin,11.5
02359,3220,Saint-Quentin,11.5
02360,3214,Laon,9.5
02361,3220,Saint-Quentin,11.5
02362,3220,Saint-Quentin,11.5
02363,3221,Soissons,8.1
02364,3214,Laon,9.5
02366,3220,Saint-Quentin,11.5
02367,3220,Saint-Quentin,11.5
02368,3221,Soissons,8.1
02369,3217,Maubeuge,12.5
02370,3220,Saint-Quentin,11.5
02371,3220,Saint-Quentin,11.5
02372,3221,Soissons,8.1
02373,3217,Maubeuge,12.5
02374,3220,Saint-Quentin,11.5
02375,3209,Château-Thierry,9.2
02376,3220,Saint-Quentin,11.5
02377,3220,Saint-Quentin,11.5
02378,3217,Maubeuge,12.5
02379,3220,Saint-Quentin,11.5
02380,3220,Saint-Quentin,11.5
02381,3217,Maubeuge,12.5
02382,3220,Saint-Quentin,11.5
02383,3220,Saint-Quentin,11.5
02384,3217,Maubeuge,12.5
02385,3220,Saint-Quentin,11.5
02386,3220,Saint-Quentin,11.5
02387,3220,Saint-Quentin,11.5
02388,3214,Laon,9.5
02389,3209,Château-Thierry,9.2
02390,3220,Saint-Quentin,11.5
02391,3217,Maubeuge,12.5
02392,3220,Saint-Quentin,11.5
02393,3221,Soissons,8.1
02395,3221,Soissons,8.1
02396,3214,Laon,9.5
02397,3220,Saint-Quentin,11.5
02398,3221,Soissons,8.1
02399,3214,Laon,9.5
02400,3221,Soissons,8.1
02401,3217,Maubeuge,12.5
02402,3220,Saint-Quentin,11.5
02403,3220,Saint-Quentin,11.5
02404,3217,Maubeuge,12.5
02405,3217,Maubeuge,12.5
02406,3221,Soissons,8.1
02407,3214,Laon,9.5
02408,3214,Laon,9.5
02409,3214,Laon,9.5
02410,3221,Soissons,8.1
02411,3209,Château-Thierry,9.2
02412,3209,Château-Thierry,9.2
02413,3214,Laon,9.5
02414,3220,Saint-Quentin,11.5
02415,3221,Soissons,8.1
02416,3217,Maubeuge,12.5
02417,3220,Saint-Quentin,11.5
02418,3217,Maubeuge,12.5
02419,3217,Maubeuge,12.5
02420,3220,Saint-Quentin,11.5
02421,3221,Soissons,8.1
02422,3220,Saint-Quentin,11.5
02423,3221,Soissons,8.1
02424,3221,Soissons,8.1
02425,3217,Maubeuge,12.5
02426,3220,Saint-Quentin,11.5
02427,3221,Soissons,8.1
02428,3209,Château-Thierry,9.2
02429,3214,Laon,9.5
