Code géographique;Libellé géographique;Département;Collectivité territoriale ayant les compétences départementales;Région;Intercommunalité - Métropole;Établissement public territorial;Arrondissement;Canton-ou-ville;Zone d'emploi 2020;Unité urbaine 2020;Aire d'attraction des villes 2020;Bassin de vie 2022
CODGEO;LIBGEO;DEP;CTCD;REG;EPCI;EPT;ARR;CANOV;ZE2020;UU2020;AAV2020;BV2022
51447;Prosnes;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51388
51448;Prouilly;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51449;Prunay;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51000;036;51454
51450;Puisieulx;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51000;036;51454
51451;Queudes;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51452;Rapsécourt;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51453;Recy;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51454;Reims;51;51D;44;200067213;ZZZZZZZZZ;513;5199;4413;51701;036;51454
51455;Reims-la-Brûlée;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51456;Remicourt;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;000;51507
51457;Cœur-de-la-Vallée;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51458;Reuves;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;000;51535
51459;Réveillon;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;001;51535
51460;Rieux;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51380
51461;Rilly-la-Montagne;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51463;Les Rivières-Henruel;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51464;Romain;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51250
51465;Romery;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51230
51466;Romigny;51;51D;44;200067213;ZZZZZZZZZ;513;5106;4413;51000;036;51454
51468;Rosnay;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51469;Rouffy;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;568;51612
51470;Rouvroy-Ripont;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;000;08490
51471;Sacy;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51472;Saint-Amand-sur-Fion;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51473;Saint-Bon;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;000;77379
51474;Saint-Brice-Courcelles;51;51D;44;200067213;ZZZZZZZZZ;513;5115;4413;51701;036;51454
51475;Saint-Chéron;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51476;Saint-Étienne-au-Temple;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51477;Saint-Étienne-sur-Suippe;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51000;036;51454
51478;Saint-Eulien;51;51D;44;200068666;ZZZZZZZZZ;514;5120;4427;51000;146;52448
51479;Saint-Euphraise-et-Clairizet;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51480;Sainte-Gemme;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;036;51217
51482;Saint-Germain-la-Ville;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51483;Saint-Gibrien;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51484;Saint-Gilles;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51250
51485;La Neuville-au-Temple;51;51D;44;200066876;ZZZZZZZZZ;511;5110;4402;51000;112;51108
51486;Saint-Hilaire-le-Grand;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;036;51559
51487;Saint-Hilaire-le-Petit;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51488;Saint-Imoges;51;51D;44;245100615;ZZZZZZZZZ;512;5107;4406;51000;036;51230
51489;Saint-Jean-devant-Possesse;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4402;51000;112;55427
51490;Saint-Jean-sur-Moivre;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51491;Saint-Jean-sur-Tourbe;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;112;51559
51492;Saint-Just-Sauvage;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;264;10323
51493;Saint-Léonard;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51701;036;51454
51495;Saint-Loup;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51496;Saint-Lumier-en-Champagne;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51497;Saint-Lumier-la-Populeuse;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;146;55427
51498;Saint-Mard-sur-Auve;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;112;51507
51499;Saint-Mard-lès-Rouffy;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;112;51612
51500;Saint-Mard-sur-le-Mont;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;112;55427
51501;Sainte-Marie-à-Py;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;000;51559
51502;Saint-Martin-aux-Champs;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51649
51503;Saint-Martin-l'Heureux;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51504;Saint-Martin-sur-le-Pré;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51501;112;51108
51505;Saint-Masmes;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51506;Saint-Memmie;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51501;112;51108
51507;Sainte-Menehould;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51111;449;51507
51508;Saint-Ouen-Domprot;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51509;Saint-Pierre;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51510;Saint-Quentin-les-Marais;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51511;Saint-Quentin-le-Verger;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;397;10323
51512;Saint-Quentin-sur-Coole;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;51;51D;44;200042992;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51514;Saint-Remy-sous-Broyes;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51515;Saint-Remy-sur-Bussy;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;112;51559
51516;Saint-Saturnin;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;397;10323
51517;Saint-Souplet-sur-Py;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4402;51000;000;51454
51518;Saint-Thierry;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51000;036;51454
51519;Saint-Thomas-en-Argonne;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51520;Saint-Utin;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;000;51649
51521;Saint-Vrain;51;51D;44;200068666;ZZZZZZZZZ;514;5120;4427;51000;218;52448
51522;Sapignicourt;51;51D;44;200068666;ZZZZZZZZZ;514;5120;4427;51000;146;52448
51523;Sarcy;51;51D;44;200067213;ZZZZZZZZZ;513;5106;4413;51000;036;51454
51524;Saron-sur-Aube;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;264;10323
51525;Sarry;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51101;112;51108
51526;Saudoy;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51527;Savigny-sur-Ardres;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51528;Scrupt;51;51D;44;200042992;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51529;Selles;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51530;Sept-Saulx;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51388
51531;Sermaize-les-Bains;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;000;55427
51532;Sermiers;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51533;Servon-Melzicourt;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51534;Serzy-et-Prin;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51250
51535;Sézanne;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51112;397;51535
51536;Sillery;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51000;036;51454
51537;Sivry-Ante;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51538;Sogny-aux-Moulins;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51539;Sogny-en-l'Angle;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;55427
51542;Soizy-aux-Bois;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51543;Somme-Bionne;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;112;51507
51544;Sommepy-Tahure;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;000;51559
51545;Sommesous;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51000;112;10006
51546;Somme-Suippe;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;112;51559
51547;Somme-Tourbe;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;112;51559
51548;Somme-Vesle;51;51D;44;200043438;ZZZZZZZZZ;511;5101;4402;51000;112;51108
51549;Somme-Yèvre;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;112;51507
51550;Sompuis;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;000;51649
51551;Somsois;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51552;Songy;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51553;Souain-Perthes-lès-Hurlus;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;036;51559
51555;Soudé;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51000;112;51649
51556;Soudron;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51557;Soulanges;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51000;218;51649
51558;Soulières;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;568;51612
51559;Suippes;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51109;660;51559
51560;Suizy-le-Franc;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51562;Taissy;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51701;036;51454
51563;Talus-Saint-Prix;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4415;51000;000;51535
51564;Val de Livre;51;51D;44;245100615;ZZZZZZZZZ;512;5107;4406;51000;036;51030
51565;Thaas;51;51D;44;245100979;ZZZZZZZZZ;512;5122;4415;51000;397;51535
51566;Thibie;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51567;Thiéblemont-Farémont;51;51D;44;200042992;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51568;Thil;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51000;036;51454
51569;Thillois;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51570;Le Thoult-Trosnay;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51380
51571;Val-de-Vesle;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51572;Tilloy-et-Bellay;51;51D;44;200042620;ZZZZZZZZZ;511;5101;4402;51000;112;51108
51573;Tinqueux;51;51D;44;200067213;ZZZZZZZZZ;513;5114;4413;51701;036;51454
51574;Togny-aux-Bœufs;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51576;Tours-sur-Marne;51;51D;44;245100615;ZZZZZZZZZ;512;5107;4406;51000;157;51230
51577;Tramery;51;51D;44;200067213;ZZZZZZZZZ;513;5106;4413;51000;036;51454
51578;Trécon;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;568;51612
51579;Tréfols;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51535
51580;Trépail;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4406;51000;036;51230
51581;Treslon;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51582;Trigny;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51583;Trois-Fontaines-l'Abbaye;51;51D;44;200068666;ZZZZZZZZZ;514;5120;4427;51000;146;52448
51584;Trois-Puits;51;51D;44;200067213;ZZZZZZZZZ;513;5118;4413;51000;036;51454
51585;Troissy;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51586;Unchair;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51250
51587;Vadenay;51;51D;44;200066876;ZZZZZZZZZ;511;5110;4402;51000;112;51388
51588;Valmy;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;112;51507
51589;Vanault-le-Châtel;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;000;55427
51590;Vanault-les-Dames;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;55427
51591;Vandeuil;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51592;Vandières;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51594;Vassimont-et-Chapelaine;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4415;51000;000;10006
51595;Vatry;51;51D;44;200066876;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51596;Vauchamps;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51380
51597;Vauciennes;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;157;51230
51598;Vauclerc;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51599;Vaudemange;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4402;51000;036;51230
51600;Vaudesincourt;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51388
51601;Vavray-le-Grand;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51602;Vavray-le-Petit;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51603;Vélye;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;112;51612
51604;Ventelay;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51250
51605;Venteuil;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;157;51230
51607;Verdon;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51217
51608;Vernancourt;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;000;55427
51609;Verneuil;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51610;Verrières;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51611;Vert-Toulon;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;000;51612
51612;Blancs-Coteaux;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51106;568;51612
51613;Verzenay;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51614;Verzy;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51616;Vésigneul-sur-Marne;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51617;La Veuve;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51618;Le Vézier;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;545;51380
51619;Le Vieil-Dampierre;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51620;Vienne-la-Ville;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51621;Vienne-le-Château;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51622;Ville-Dommange;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51623;Ville-en-Selve;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51624;Ville-en-Tardenois;51;51D;44;200067213;ZZZZZZZZZ;513;5106;4413;51000;036;51454
51625;Villeneuve-la-Lionne;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;001;77182
51626;La Villeneuve-lès-Charleville;51;51D;44;245100888;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51627;Villeneuve-Renneville-Chevigny;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;568;51612
51628;Villeneuve-Saint-Vistre-et-Villevotte;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51629;Villers-Allerand;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51630;Villers-aux-Bois;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;157;51612
51631;Villers-aux-Nœuds;51;51D;44;200067213;ZZZZZZZZZ;513;5114;4413;51000;036;51454
51632;Villers-en-Argonne;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51633;Villers-Franqueux;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51000;036;51454
51634;Villers-le-Château;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51635;Villers-le-Sec;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;000;55427
51636;Villers-Marmery;51;51D;44;200067213;ZZZZZZZZZ;513;5110;4413;51000;036;51454
51638;Villeseneux;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;112;51108
51639;La Ville-sous-Orbais;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51640;Ville-sur-Tourbe;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51641;Villevenard;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4415;51000;000;51535
51642;Villiers-aux-Corneilles;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;264;10323
51643;Vinay;51;51D;44;200067684;ZZZZZZZZZ;512;5108;4406;51401;157;51230
51644;Vincelles;51;51D;44;200066850;ZZZZZZZZZ;512;5106;4406;51000;000;51217
51645;Vindey;51;51D;44;200066835;ZZZZZZZZZ;512;5121;4415;51000;397;51535
51646;Virginy;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51647;Vitry-en-Perthois;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;218;51649
51648;Vitry-la-Ville;51;51D;44;200043438;ZZZZZZZZZ;511;5105;4402;51000;112;51108
51649;Vitry-le-François;51;51D;44;200034718;ZZZZZZZZZ;514;5123;4427;51301;218;51649
51650;Voilemont;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;449;51507
51652;Vouarces;51;51D;44;200066835;ZZZZZZZZZ;512;5122;4415;51000;000;10323
51654;Vouillers;51;51D;44;200068666;ZZZZZZZZZ;514;5120;4427;51000;146;52448
51655;Vouzy;51;51D;44;200067684;ZZZZZZZZZ;512;5122;4406;51000;568;51612
51656;Vraux;51;51D;44;200066876;ZZZZZZZZZ;511;5104;4402;51000;112;51108
51657;Vrigny;51;51D;44;200067213;ZZZZZZZZZ;513;5109;4413;51000;036;51454
51658;Vroil;51;51D;44;200067379;ZZZZZZZZZ;514;5120;4427;51000;000;55427
51659;Wargemoulin-Hurlus;51;51D;44;200042703;ZZZZZZZZZ;511;5101;4402;51000;000;51559
51660;Warmeriville;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51107;036;51454
51662;Witry-lès-Reims;51;51D;44;200067213;ZZZZZZZZZ;513;5102;4413;51201;036;51454
51663;Magenta;51;51D;44;200067684;ZZZZZZZZZ;512;5107;4406;51401;157;51230
52001;Ageville;52;52D;44;200068658;ZZZZZZZZZ;521;5211;4404;52000;160;52353
52002;Aigremont;52;52D;44;200070332;ZZZZZZZZZ;522;5202;4404;52000;000;52060
52003;Aillianville;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;307;88321
52004;Aingoulaincourt;52;52D;44;200044253;ZZZZZZZZZ;523;5212;4427;52000;479;52250
52005;Aizanville;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52006;Allichamps;52;52D;44;200068666;ZZZZZZZZZ;523;5213;4427;52000;146;52448
52007;Ambonville;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4404;52000;160;52250
52008;Andelot-Blancheville;52;52D;44;200069664;ZZZZZZZZZ;521;5201;4404;52000;160;52121
52009;Andilly-en-Bassigny;52;52D;44;200072999;ZZZZZZZZZ;522;5211;4404;52000;000;52269
52011;Annéville-la-Prairie;52;52D;44;200068658;ZZZZZZZZZ;521;5201;4404;52000;160;52121
52012;Annonville;52;52D;44;200044253;ZZZZZZZZZ;523;5212;4427;52000;479;52250
52013;Anrosey;52;52D;44;200070332;ZZZZZZZZZ;522;5203;4404;52000;260;52197
52014;Aprey;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;260;52269
52015;Arbigny-sous-Varennes;52;52D;44;200070332;ZZZZZZZZZ;522;5203;4404;52000;000;52197
52016;Arbot;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;000;52269
52017;Arc-en-Barrois;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52019;Arnancourt;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;000;52331
52021;Attancourt;52;52D;44;200068666;ZZZZZZZZZ;523;5217;4427;52000;146;52550
52022;Aubepierre-sur-Aube;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52023;Auberive;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;000;52269
52025;Audeloncourt;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;52353
52027;Aujeurres;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;000;21317
52028;Aulnoy-sur-Aube;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;000;52269
52029;Autigny-le-Grand;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;479;52250
52030;Autigny-le-Petit;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;479;52250
52031;Autreville-sur-la-Renne;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52033;Avrecourt;52;52D;44;200072999;ZZZZZZZZZ;522;5202;4404;52000;000;52353
52034;Bailly-aux-Forges;52;52D;44;200068666;ZZZZZZZZZ;523;5217;4427;52000;146;52550
52035;Baissey;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;260;21317
52037;Bannes;52;52D;44;200072999;ZZZZZZZZZ;522;5211;4404;52000;260;52269
52038;Bassoncourt;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;52353
52039;Baudrecourt;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;000;52550
52040;Bay-sur-Aube;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;000;52269
52042;Beauchemin;52;52D;44;200072999;ZZZZZZZZZ;522;5210;4404;52000;260;52269
52043;Belmont;52;52D;44;200070332;ZZZZZZZZZ;522;5203;4404;52000;260;52197
52044;Roches-Bettaincourt;52;52D;44;200069664;ZZZZZZZZZ;523;5201;4404;52000;160;52250
52045;Bettancourt-la-Ferrée;52;52D;44;200068666;ZZZZZZZZZ;523;5215;4427;00460;146;52448
52047;Beurville;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;000;10033
52050;Biesles;52;52D;44;200068658;ZZZZZZZZZ;521;5211;4404;52000;160;52353
52051;Bize;52;52D;44;200070332;ZZZZZZZZZ;522;5203;4404;52000;260;52197
52053;Blaisy;52;52D;44;200068658;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52055;Blécourt;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;479;52250
52056;Blessonville;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52057;Blumeray;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;000;52331
52058;Bologne;52;52D;44;200068658;ZZZZZZZZZ;521;5201;4404;52000;160;52121
52059;Bonnecourt;52;52D;44;200072999;ZZZZZZZZZ;522;5211;4404;52000;000;52353
52060;Bourbonne-les-Bains;52;52D;44;200070332;ZZZZZZZZZ;522;5202;4404;52000;000;52060
52061;Bourdons-sur-Rognon;52;52D;44;200069664;ZZZZZZZZZ;521;5201;4404;52000;160;52353
52062;Bourg;52;52D;44;200072999;ZZZZZZZZZ;522;5216;4404;52000;260;52269
52063;Bourg-Sainte-Marie;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;88321
52064;Bourmont-entre-Meuse-et-Mouzon;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;88321
52065;Bouzancourt;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4404;52000;000;52331
52066;Brachay;52;52D;44;200044253;ZZZZZZZZZ;523;5209;4427;52000;000;52250
52067;Brainville-sur-Meuse;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;88321
52069;Braux-le-Châtel;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52070;Brennes;52;52D;44;200027308;ZZZZZZZZZ;522;5216;4404;52000;260;52269
52072;Brethenay;52;52D;44;200068658;ZZZZZZZZZ;521;5205;4404;52000;160;52121
52074;Breuvannes-en-Bassigny;52;52D;44;200069664;ZZZZZZZZZ;521;5212;4404;52000;000;52353
52075;Briaucourt;52;52D;44;200068658;ZZZZZZZZZ;521;5201;4404;52000;160;52121
52076;Bricon;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52079;Brousseval;52;52D;44;200068666;ZZZZZZZZZ;523;5217;4427;52103;146;52550
52082;Bugnières;52;52D;44;245200597;ZZZZZZZZZ;521;5204;4404;52000;160;52121
52083;Champsevraine;52;52D;44;200070332;ZZZZZZZZZ;522;5203;4404;52000;260;52197
52084;Busson;52;52D;44;200044253;ZZZZZZZZZ;521;5212;4404;52000;160;52121
52085;Buxières-lès-Clefmont;52;52D;44;200072999;ZZZZZZZZZ;521;5202;4404;52000;160;52353
52087;Buxières-lès-Villiers;52;52D;44;200068658;ZZZZZZZZZ;521;5206;4404;52000;160;52121
52088;Ceffonds;52;52D;44;200068666;ZZZZZZZZZ;523;5217;4427;52101;000;52331
52089;Celles-en-Bassigny;52;52D;44;200072999;ZZZZZZZZZ;522;5202;4404;52000;260;52269
