Code géographique;Libellé géographique;Département;Collectivité territoriale ayant les compétences départementales;Région;Intercommunalité - Métropole;Établissement public territorial;Arrondissement;Canton-ou-ville;Zone d'emploi 2020;Unité urbaine 2020;Aire d'attraction des villes 2020;Bassin de vie 2022
CODGEO;LIBGEO;DEP;CTCD;REG;EPCI;EPT;ARR;CANOV;ZE2020;UU2020;AAV2020;BV2022
01001;L'Abergement-Clémenciat;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;524;01093
01002;L'Abergement-de-Varey;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;000;01004
01004;Ambérieu-en-Bugey;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01303;243;01004
01005;Ambérieux-en-Dombes;01;01D;84;200042497;ZZZZZZZZZ;012;0122;8434;01000;002;01333
01006;Ambléon;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01007;Ambronay;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01008;Ambutrix;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01303;243;01004
01009;Andert-et-Condon;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01010;Anglefort;01;01D;84;200070852;ZZZZZZZZZ;011;0110;8416;01000;000;74269
01011;Apremont;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;168;01283
01012;Aranc;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01000;572;01185
01013;Arandas;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01014;Arbent;01;01D;84;200042935;ZZZZZZZZZ;014;0115;8425;01402;168;01283
01015;Arboys en Bugey;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01016;Arbigny;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01017;Argis;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;000;01185
01019;Armix;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01000;000;01034
01021;Ars-sur-Formans;01;01D;84;200042497;ZZZZZZZZZ;012;0122;8434;01000;002;69264
01022;Artemare;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01000;286;01034
01023;Asnières-sur-Saône;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;71270
01024;Attignat;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01113;080;01266
01025;Bâgé-Dommartin;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01201;084;71270
01026;Bâgé-le-Châtel;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01201;084;71270
01027;Balan;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;01202;002;01262
01028;Baneins;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8434;01000;000;01093
01029;Beaupont;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01030;Beauregard;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01031;Bellignat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01402;168;01283
01032;Béligneux;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;01202;002;01262
01033;Valserhône;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;00360;GEN;01033
01034;Belley;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01301;286;01034
01035;Belleydoux;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;168;01283
01036;Valromey-sur-Séran;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01000;286;01034
01037;Bénonces;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8404;01000;000;38247
01038;Bény;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01266
01040;Béréziat;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01266
01041;Bettant;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01042;Bey;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;084;69019
01043;Beynost;01;01D;84;240100800;ZZZZZZZZZ;012;0113;8421;00760;002;69123
01044;Billiat;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;01033
01045;Birieux;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8405;01000;002;01443
01046;Biziat;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;000;01457
01047;Blyes;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;002;01244
01049;La Boisse;01;01D;84;240100610;ZZZZZZZZZ;012;0113;8421;00760;002;01262
01050;Boissey;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01051;Bolozon;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;000;01072
01052;Bouligneux;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8405;01000;002;01443
01053;Bourg-en-Bresse;01;01D;84;200071751;ZZZZZZZZZ;012;0199;8405;01501;080;01053
01054;Bourg-Saint-Christophe;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8405;01302;002;01244
01056;Boyeux-Saint-Jérôme;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01057;Boz;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01058;Brégnier-Cordon;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;000;73236
01060;Brénod;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8404;01000;572;01185
01061;Brens;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01301;286;01034
01062;Bressolles;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;01000;002;01262
01063;Brion;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01203;168;01265
01064;Briord;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;000;38247
01065;Buellas;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01108;080;01053
01066;La Burbanche;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01067;Ceignes;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;000;01265
01068;Cerdon;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01069;Certines;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01116;080;01053
01071;Cessy;01;01D;84;240100750;ZZZZZZZZZ;013;0109;8416;01401;GEN;01173
01072;Ceyzériat;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01123;080;01072
01073;Ceyzérieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01138
01074;Chalamont;01;01D;84;200069193;ZZZZZZZZZ;012;0107;8405;01105;002;01004
01075;Chaleins;01;01D;84;200070118;ZZZZZZZZZ;012;0122;8434;01000;002;69264
01076;Chaley;01;01D;84;240100883;ZZZZZZZZZ;011;0110;8404;01000;000;01185
01077;Challes-la-Montagne;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01078;Challex;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;GEN;01354
01079;Champagne-en-Valromey;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01000;000;01034
01080;Champdor-Corcelles;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01000;572;01185
01081;Champfromier;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;000;01033
01082;Chanay;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;74269
01083;Chaneins;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8434;01000;000;69019
01084;Chanoz-Châtenay;01;01D;84;200070555;ZZZZZZZZZ;012;0123;8405;01000;080;01093
01085;La Chapelle-du-Châtelard;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;002;01093
01087;Charix;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;168;01265
01088;Charnoz-sur-Ain;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;002;01244
01089;Château-Gaillard;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;002;01004
01090;Châtenay;01;01D;84;200069193;ZZZZZZZZZ;012;0107;8405;01000;000;01004
01092;Châtillon-la-Palud;01;01D;84;200069193;ZZZZZZZZZ;012;0107;8405;01104;002;01004
01093;Châtillon-sur-Chalaronne;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01130;524;01093
01094;Chavannes-sur-Reyssouze;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01095;Nivigne et Suran;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01096;Chaveyriat;01;01D;84;200070555;ZZZZZZZZZ;012;0123;8405;01000;080;01457
01098;Chazey-Bons;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01099;Chazey-sur-Ain;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;002;01244
01100;Cheignieu-la-Balme;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01101;Chevillard;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8425;01000;000;01265
01102;Chevroux;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01103;Chevry;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01122;GEN;01354
01104;Chézery-Forens;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;000;01033
01105;Civrieux;01;01D;84;200042497;ZZZZZZZZZ;012;0122;8434;01000;002;69143
01106;Cize;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01107;Cleyzieu;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01108;Coligny;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01109;Collonges;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;GEN;01033
01110;Colomieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01111;Conand;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01112;Condamine;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8425;01101;000;01265
01113;Condeissiat;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;080;01093
01114;Confort;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;01033
01115;Confrançon;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01457
01116;Contrevoz;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01117;Conzieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01118;Corbonod;01;01D;84;200070852;ZZZZZZZZZ;011;0110;8416;00165;000;74269
01121;Corlier;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01000;572;01185
01123;Cormoranche-sur-Saône;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;084;71090
01124;Cormoz;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01125;Corveissiat;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;168;01283
01127;Courmangoux;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01128;Courtes;01;01D;84;200071751;ZZZZZZZZZ;012;0117;8405;01000;000;01305
01129;Crans;01;01D;84;200069193;ZZZZZZZZZ;012;0107;8405;01000;002;01004
01130;Bresse Vallons;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01266
01133;Cressin-Rochefort;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01134;Crottet;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01126;084;71270
01135;Crozet;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01122;GEN;01354
01136;Cruzilles-lès-Mépillat;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;084;71270
01138;Culoz-Béon;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01111;652;01138
01139;Curciat-Dongalon;01;01D;84;200071751;ZZZZZZZZZ;012;0117;8405;01000;080;01305
01140;Curtafond;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01053
01141;Cuzieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01142;Dagneux;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;00760;002;01262
01143;Divonne-les-Bains;01;01D;84;240100750;ZZZZZZZZZ;013;0109;8416;01205;GEN;01143
01145;Dompierre-sur-Veyle;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01000;080;01053
01146;Dompierre-sur-Chalaronne;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;524;01093
01147;Domsure;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01148;Dortan;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;168;01283
01149;Douvres;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;243;01004
01150;Drom;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01151;Druillat;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01000;080;01304
01152;Échallon;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;168;01283
01153;Échenevex;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01102;GEN;01173
01155;Évosges;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01000;572;01185
01156;Faramans;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8421;01000;002;01244
01157;Fareins;01;01D;84;200042497;ZZZZZZZZZ;012;0122;8434;00760;002;69264
01158;Farges;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01118;GEN;01354
01159;Feillens;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01114;084;71270
01160;Ferney-Voltaire;01;01D;84;240100750;ZZZZZZZZZ;013;0119;8416;00653;GEN;01160
01162;Flaxieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01163;Foissiat;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01266
01165;Francheleins;01;01D;84;200070118;ZZZZZZZZZ;012;0122;8434;01000;000;69019
01166;Frans;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01167;Garnerans;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;084;69019
01169;Genouilleux;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;000;69019
01170;Béard-Géovreissiat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01203;168;01265
01171;Géovreisset;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01402;168;01283
01173;Gex;01;01D;84;240100750;ZZZZZZZZZ;013;0109;8416;01401;GEN;01173
01174;Giron;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;000;01283
01175;Gorrevod;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01125;084;01305
01177;Grand-Corent;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01179;Grièges;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;084;71270
01180;Grilly;01;01D;84;240100750;ZZZZZZZZZ;013;0109;8416;01000;GEN;01143
01181;Groissiat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01402;168;01283
01183;Guéreins;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;00451;000;69019
01184;Hautecourt-Romanèche;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01185;Plateau d'Hauteville;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01129;572;01185
01187;Haut Valromey;01;01D;84;200040350;ZZZZZZZZZ;011;0110;8404;01000;000;01185
01188;Illiat;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;000;69019
01189;Injoux-Génissiat;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;01033
01190;Innimond;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8404;01000;000;01034
01191;Izenave;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8425;01000;000;01185
01192;Izernore;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01203;168;01265
01193;Izieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;000;73236
01194;Jassans-Riottier;01;01D;84;200040590;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01195;Jasseron;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01196;Jayat;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01119;080;01266
01197;Journans;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01000;080;01053
01198;Joyeux;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8405;01000;002;01443
01199;Jujurieux;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01121;243;01004
01200;Labalme;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01202;Lagnieu;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01204;505;01202
01203;Laiz;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01126;084;71270
01204;Le Poizat-Lalleyriat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;000;01265
01206;Lantenay;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8425;01000;000;01265
01207;Lapeyrouse;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8405;01000;002;01443
01208;Lavours;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01209;Léaz;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;GEN;01033
01210;Lélex;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;000;01173
01211;Lent;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01000;080;01053
01212;Lescheroux;01;01D;84;200071751;ZZZZZZZZZ;012;0117;8405;01000;080;01266
01213;Leyment;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;002;01004
01214;Leyssard;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;168;01265
01215;Surjoux-Lhopital;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;74269
01216;Lhuis;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8404;01000;000;38261
01219;Lompnas;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;000;38247
01224;Loyettes;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8421;01112;002;38085
01225;Lurcy;01;01D;84;200070118;ZZZZZZZZZ;012;0122;8434;01000;002;69019
01227;Magnieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01228;Maillat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01101;000;01265
01229;Malafretaz;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01266
01230;Mantenay-Montlin;01;01D;84;200071751;ZZZZZZZZZ;012;0117;8405;01000;080;01266
01231;Manziat;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;71270
01232;Marboz;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01266
01233;Marchamp;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8404;01000;000;01034
01234;Marignieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01235;Marlieux;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;002;01443
01236;Marsonnas;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01266
01237;Martignat;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01000;168;01283
01238;Massieux;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69143
01239;Massignieu-de-Rives;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01240;Matafelon-Granges;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;168;01283
01241;Meillonnas;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01242;Mérignat;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01243;Messimy-sur-Saône;01;01D;84;200070118;ZZZZZZZZZ;012;0122;8434;01000;002;69264
01244;Meximieux;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8405;01302;002;01244
01245;Bohas-Meyriat-Rignat;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01246;Mézériat;01;01D;84;200070555;ZZZZZZZZZ;012;0123;8405;01000;080;01457
01247;Mijoux;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;GEN;01173
01248;Mionnay;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8421;01000;002;01333
01249;Miribel;01;01D;84;240100800;ZZZZZZZZZ;012;0113;8421;00760;002;69123
01250;Misérieux;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01252;Mogneneins;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;000;69019
01254;Montagnat;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01116;080;01053
01255;Montagnieu;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8405;01000;000;38247
01257;Montanges;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;GEN;01033
01258;Montceaux;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;000;69019
01259;Montcet;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01053
01260;Le Montellier;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8421;01000;002;01443
01261;Monthieux;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8421;01000;002;01333
01262;Montluel;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;00760;002;01262
01263;Montmerle-sur-Saône;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;00451;000;69019
01264;Montracol;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01000;080;01053
01265;Montréal-la-Cluse;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01203;168;01265
01266;Montrevel-en-Bresse;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01119;080;01266
01267;Nurieux-Volognat;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;168;01265
01268;Murs-et-Gélignieux;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;73236
01269;Nantua;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01124;000;01265
01272;Neuville-les-Dames;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;524;01093
01273;Neuville-sur-Ain;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01274;Les Neyrolles;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01124;000;01265
01275;Neyron;01;01D;84;240100800;ZZZZZZZZZ;012;0113;8421;00760;002;69123
01276;Niévroz;01;01D;84;240100610;ZZZZZZZZZ;012;0113;8421;01000;002;01262
01277;Nivollet-Montgriffon;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8404;01000;000;01004
01279;Oncieu;01;01D;84;240100883;ZZZZZZZZZ;011;0101;8405;01000;000;01004
01280;Ordonnaz;01;01D;84;240100883;ZZZZZZZZZ;011;0111;8404;01000;000;01034
01281;Ornex;01;01D;84;240100750;ZZZZZZZZZ;013;0119;8416;00653;GEN;01160
01282;Outriaz;01;01D;84;200042935;ZZZZZZZZZ;014;0110;8425;01000;000;01265
01283;Oyonnax;01;01D;84;200042935;ZZZZZZZZZ;014;0115;8425;01402;168;01283
01284;Ozan;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01285;Parcieux;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01286;Parves et Nattages;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;050;73330
01288;Péron;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01118;GEN;01354
01289;Péronnas;01;01D;84;200071751;ZZZZZZZZZ;012;0106;8405;01501;080;01053
01290;Pérouges;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8405;01302;002;01244
01291;Perrex;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01000;080;01457
01293;Peyriat;01;01D;84;200042935;ZZZZZZZZZ;014;0116;8425;01000;168;01265
01294;Peyrieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01295;Peyzieux-sur-Saône;01;01D;84;200070118;ZZZZZZZZZ;012;0108;8434;01000;000;69019
01296;Pirajoux;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01266
01297;Pizay;01;01D;84;240100610;ZZZZZZZZZ;012;0112;8421;01000;002;01262
01298;Plagne;01;01D;84;240100891;ZZZZZZZZZ;014;0103;8416;01000;168;01033
01299;Le Plantay;01;01D;84;200069193;ZZZZZZZZZ;012;0107;8405;01000;002;01443
01301;Polliat;01;01D;84;200071751;ZZZZZZZZZ;012;0102;8405;01106;080;01053
01302;Pollieu;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01303;Poncin;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01304;Pont-d'Ain;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01110;000;01304
01305;Pont-de-Vaux;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01125;084;01305
01306;Pont-de-Veyle;01;01D;84;200070555;ZZZZZZZZZ;012;0123;0059;01126;084;71270
01307;Port;01;01D;84;200042935;ZZZZZZZZZ;014;0114;8425;01203;168;01265
01308;Pougny;01;01D;84;240100750;ZZZZZZZZZ;013;0120;8416;01000;GEN;01033
01309;Pouillat;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;39475
01310;Prémeyzel;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01311;Prémillieu;01;01D;84;200042935;ZZZZZZZZZ;011;0110;8404;01000;000;01185
01313;Prévessin-Moëns;01;01D;84;240100750;ZZZZZZZZZ;013;0119;8416;00653;GEN;01160
01314;Priay;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;002;01004
01317;Ramasse;01;01D;84;200071751;ZZZZZZZZZ;012;0118;8405;01000;080;01072
01318;Rancé;01;01D;84;200042497;ZZZZZZZZZ;012;0122;8434;01000;002;69264
01319;Relevant;01;01D;84;200069193;ZZZZZZZZZ;012;0122;8405;01000;524;01093
01320;Replonges;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01120;084;71270
01321;Revonnas;01;01D;84;200071751;ZZZZZZZZZ;012;0107;8405;01123;080;01072
01322;Reyrieux;01;01D;84;200042497;ZZZZZZZZZ;012;0121;8434;00760;002;69264
01323;Reyssouze;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01000;084;01305
01325;Rignieux-le-Franc;01;01D;84;240100883;ZZZZZZZZZ;011;0112;8405;01000;002;01244
01328;Romans;01;01D;84;200069193;ZZZZZZZZZ;012;0108;8405;01000;080;01093
01329;Rossillon;01;01D;84;200040350;ZZZZZZZZZ;011;0104;8404;01000;286;01034
01331;Saint-Alban;01;01D;84;200029999;ZZZZZZZZZ;014;0116;8405;01000;000;01004
01332;Saint-André-de-Bâgé;01;01D;84;200071371;ZZZZZZZZZ;012;0117;0059;01201;084;71270
